steam_name,country_iso2,frequency
Slak Games,,1
Skyshine Games,,1
SkyFallen Entertainment,,1
Skybox Labs,CA,1
Skog,,1
Sketchy Logic,,1
Ska Studios,US,1
Sixteen Tons Entertainment,DE,1
Six Foot,US,1
SITER SKAIN,,1
Sir-Tech,,1
Singularity 6 Corporation,US,1
SimBin Studios AB,SE,1
Silver Dollar Games,,1
Silky’s Plus Alpha,,1
Silky's Plus Wasabi,,1
Silkersoft,,1
Silent Owl,,1
SIGONO INC.,,1
Signal Studios,US,1
Sigma Team Inc.,,1
Siege Camp,,1
Sidhe,NZ,1
Sick Puppies,,1
Shrimpcave Industries,,1
Shortbreak Studios s.c.,,1
Shokunin,,1
Shiver Games,,1
Shiver,,1
ShiroKuroSoft,,1
Shiny Entertainment,US,1
Shining Rock Software LLC,,1
Shinachiku-castella,,1
shinachiku-castella,,1
SHIFT,,1
ShiBoo!,,1
Sherlerk,,1
Shedworks,,1
Shaun Inman,,1
Sharpened Edge Studios,,1
Shadow Planet Productions,,1
Shadie Hijazi,,1
SgtOkiDoki,,1
Serious Brew,,1
Sergey Dovganovskiy,,1
Senscape,AR,1
Send It Studios,,1
semiwork,,1
Semaphore,,1
SeithCG,,1
SEGA Studios Australia,,1
SeeThrough Studios,,1
Secret Location Inc.,,1
Secret Exit Ltd.,,1
Second Face Software,,1
"Second Dinner Studios, Inc.",,1
Sebastien Bini,,1
sebagamesdev,,1
Seaven Studio,,1
SCT,,1
Scott Cawthon,,1
Scientifically Proven,,1
Schulenburg Software,,1
Schell Games,US,1
Scarecrow Arts,US,1
Sauropod Studio,,1
Saturn-plus,,1
SaraJS,,1
Santa Monica Studio,US,1
Sandstorm Productions,,1
SANDLOT,,1
Sandfall Interactive,,1
SandCastles Studio,,1
Sandbox Interactive GmbH,,1
Sand Sailor Studio,RO,1
Sand Door Studio,FR,1
Samurai Punk,AU,1
Sam Barlow,,1
Salmi Games,,1
Saki Minoru,,1
sakevisual,,1
SadSquare Studio,,1
Sad Owl Studios,,1
Sabotage,,1
S.C. 16 BIT NIGHTS S.R.L.,,1
Ryan Forrester,,1
RVX,,1
RVL Games,,1
Rusty Moyher,,1
RunServer,,1
Running With Scissors,,1
RuneStorm,,1
RuneHeads,,1
Runeforge Game Studio,CH,1
Ruffian Games,GB,1
RubyDev,,1
Rubeki Games,,1
Rosebud Games,ES,1
Room710Games,,1
Rollin'Barrel,,1
Rogueside,,1
Rogue Snail,,1
Rogue Planet Games,,1
Rogue Earth LLC,,1
Roger Levy,,1
Roenko Games,,1
Rockstar Toronto,,1
Rockstar Studios,,1
Rockstar San Diego,,1
Rockstar New England,,1
Rockstar Leeds,GB,1
Rocketcat Games,,1
RocketBrush Games,,1
Rocket Science,US,1
Rocket Bear Games,,1
Rock Pocket Games,NO,1
RobTop Games,,1
Robotronic Games,,1
Robotality,,1
Robot Loves Kitty,,1
Robot Circus,,1
ROBI Studios,AR,1
Robert Alvarez,,1
Rob Lach,,1
Rival Games Ltd,FI,1
Rising Star Games,GB,1
Right Nice Games,SE,1
Richard Keene,,1
Rice Cooker Republic,,1
Rhinotales,,1
RewindApp,,1
Reverie Foundry,,1
RetroLab,,1
"Retro64, Inc.",,1
Retro Affect,,1
Respawn,US,1
Resonair,,1
Reply Game Studios,US,1
Replay Studios,,1
Renė Petrulienė,,1
Rendercode Games,,1
Related Designs,DE,1
Rekim,,1
Reikon Games,PL,1
Refract,,1
Reflections,,1
Redshift Games,,1
RedRuins Softworks,,1
Redro Games,,1
Redlynx Ltd,,1
Redemption Road,,1
RedCandleGames,,1
Redbeet Interactive,,1
Red Hook Studios,CA,1
Red Fly Studio,US,1
Red Beard Games,PL,1
Recreate Games,GB,1
Recoil Games,FI,1
Reckoner Industries,,1
Rebuilt Games,,1
Rebound CG,,1
Realm Archive,,1
Reactor Zero,,1
Reactive Drop Team,,1
Re-Logic,US,1
Razenpok,,1
Raymond Doerr,,1
Raxasoft Games,,1
RavenSoft,,1
Ratloop Asia,,1
Rat King Entertainment,,1
Rascal Devworks,,1
Rare Ltd,GB,1
Rangatang,,1
Random Thoughts Entertainment,,1
Random Seed Games,US,1
RageSquid,NL,1
Ragequit Corporation,FR,1
Radical Fish Games,,1
R8 Games Ltd,GB,1
Qwiboo Ltd,,1
qureate,,1
quicktequila,,1
Quicksilver Software,US,1
Quick nail Aristocrat,,1
Queasy Games,,1
Quantized Bit,,1
Quadriga Games,,1
quad games,,1
Qooc Software,,1
QCF Design,,1
PyroTechnix,,1
Pyramid,US,1
Pwnee Studios,,1
Puzzling Dream,,1
PUSH! Soft,,1
Purple Lamp Studios,AT,1
Purple Lamp,AT,1
Puppygames,,1
Puny Human,US,1
Pugstorm,SE,1
PUBG Corporation,KR,1
Psyonix LLC,,1
Psydra Games LLC,,1
Proxy Studios,,1
Proton Studio Inc,,1
Protocol Games,,1
Proletariat Inc.,,1
Profenix Studio SRLS,IT,1
Prism Game Studios Ltd.,,1
Press Play,AU,1
Powerhoof,,1
Power of 2,,1
Pow Wow Entertainment LTD.,,1
Pounce Light,SE,1
potato-life,,1
Positech Games,,1
Poppermost Productions,,1
Poolians.com,,1
Pontypants,,1
poncle,GB,1
Polytron Corporation,,1
PolyPusher Studios,,1
Polymorph Games,CA,1
Polygon Moon,,1
Polyarc,,1
Poly Games,,1
PokPoong Games,,1
Plukit,,1
Playtonic Games,,1
Playtika Ltd.,,1
Playsport Games,GB,1
PlaySide,AU,1
Playsaurus,US,1
Playrix Entertainment,,1
PLAYISM,,1
Player First Games,US,1
Playboom,,1
Playa Games GmbH,,1
PlatinumGames Inc.,,1
Planetary Annihilation Inc,,1
Planet Pandemic,,1
Planet Moon Studios,US,1
Planet Alpha ApS,DK,1
Placeholder Gameworks,,1
Pjural,,1
Pixpil,,1
PixelTail Games,,1
Pixelsplit,,1
Pixelnest Studio,,1
PixelMouse,,1
Pixellore Inc,,1
Pixeljam,,1
Pixelatto,ES,1
Pixel Titans,,1
Pixel Pointer Studios,,1
Pixel Hero Games,,1
Pixel Forest Games,DE,1
Pixel Ferrets,,1
Pixel Dash Studios,NG,1
Pixel Crow,,1
Pixadome,,1
Pipeworks Studios,,1
Pillow Castle,,1
Pigmentum Game Studio,PL,1
Pierre Corbinais,,1
Pieces Interactive,,1
Piece of Cake studios,,1
Picroma,,1
PICOPICOSOFT,,1
栗pick,,1
Phr00t's Software,,1
Phosfiend Systems,,1
Phoenix Online Studios,US,1
Phobia Game Studio,PL,1
Phobetor,,1
PhillyGames,,1
Philip,,1
Phenomenon Games,RO,1
Pewter Games Studios,IE,1
Petit Depotto,,1
Pete Andstadt,,1
Perverteer Games,,1
Perfectly Paranormal,,1
Perfect Random,,1
Perchang,,1
peperoncino,,1
Pearl Abyss,KR,1
Peachy Keen Games,,1
PEACH CAT,,1
PD Design Studio,SG,1
Paweł Dywelski,,1
Paul Fisch,,1
Patrick Traynor,,1
Pathea Games,,1
PartTimeIndie,,1
Parallel Circles,,1
Paradox Tinto,,1
Parabole,,1
PaperSeven LTD,,1
Panzar Studio,RU,1
PantyParrot,,1
Pantumaca Barcelona,,1
Pantsu Interactive,,1
Panic Machine,,1
Panic Art Studios Ltd,,1
Pandorica,,1
P.+,,1
Oxide Games,US,1
Oxeye Game Studio,CH,1
Owned by Gravity,,1
Owlcat Games,,1
Owl Cave,,1
Ovosonico,IT,1
Ovid Works,PL,1
OVERDRIVE,,1
Over The Moon,CA,1
OutOfTheBit Ltd,,1
Outerminds Inc.,,1
Out of the Park Developments,ES,1
Out of the Blue Games,ES,1
Ouadi Huard,,1
Osumia Games,,1
Oskar Stålberg,,1
"Oscar ""Ratvader"" Rydelius",,1
Orthogonal Games,,1
Orion,,1
Orgesta Inc.,,1
Oreol,,1
Orcsoft,,1
Opus,,1
Onu Games,,1
OnSkull Games,,1
Oni Gaming,,1
onebitbeyond,,1
Omsi,,1
Olydri Games,,1
"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",,1
OlderBytes,,1
Old School Games,CA,1
Okomotive,CH,1
OhNoo Studio,,1
Odyssey Interactive,CA,1
Octane Games,,1
Ocelot Society,FR,1
OCEAN Software,,1
ObsessionSoft,,1
o_m,,1
Nyamakop,ZA,1
NVYVE® Studios,,1
Nupu Neko Dev,,1
Number None,,1
Nuko Majin,,1
Nuke Nine,,1
Nucleosys,,1
NuclearFirecracker,,1
Nowhere Studios,NO,1
Novalink,,1
Nova Dimension,,1
Noumenon Games,,1
Noumena Studios,,1
Nostalgia Hound,,1
North Wind,,1
North of Earth,,1
NorbSoftDev,,1
Norb Software Development LLC,,1
Nomada Studio,,1
Nolla Games,,1
NoClip,FR,1
Noble Empire Corp.,,1
No More Room in Hell Team,,1
No Matter Studios,DE,1
No Future,,1
no CVT,,1
No Code,GB,1
No Ceiling Games,PL,1
No Brakes Games,PL,1
NLT Media,,1
Nixxes Software,NL,1
ninjalex,,1
Nine Dots Studio,CA,1
Nimble Neuron,,1
Nimble Giant Entertainment,,1
Nik Nak Studios,,1
Nihilistic Software,US,1
NIGORO,,1
Night Node Software,,1
Night Node,,1
Nifflas' Games,,1
Nifflas Games,,1
Nicolás Recabarren,,1
niceplay games,,1
NGD Studios,AR,1
nFusion Interactive,,1
Nexus Game Studios,ES,1
NEXT Studios,CN,1
Next Stage Inc.,,1
"NEXON Games Co., Ltd.",,1
NEXON,KR,1
newobject,,1
New Generation Games,ES,1
Neversoft,US,1
Neutron Games,TR,1
"NetherRealm Studios, High Voltage",,1
"Nether Productions, LLC",,1
Nerd Monkeys,,1
NEOWIZ,KR,1
Neon Studios,,1
Neon Deity Games,EE,1
NeoCoreGames,HU,1
Nekolyst,,1
Necrophone Games,,1
Neat Corporation,,1
Nearga,,1
Ndemic Creations,GB,1
NCSOFT,KR,1
Nate Schmold,,1
natahem,,1
"Napoleon Games, s.r.o.",,1
NAMCO,,1
Nabi Studios,,1
N3V Games,,1
Mystik'Art,,1
Myoubouh Corp,,1
Myco,,1
MY.GAMES,,1
My Next Games,IL,1
Murudai,,1
MURA Interactive,,1
Mr. Pink,,1
MovingBlocks,,1
Mousou Endemic,,1
Mouldy Toof Studios,,1
Motion Twin,,1
Motiga Inc.,,1
Mosu,TR,1
Mostly Tigerproof,,1
Most Wanted Entertainment,US,1
MOR Museum Inc.,,1
Moppin,,1
Moonlit Works,,1
Moonlit S.A.,,1
MonteBearo,,1
Monstars Inc.,,1
Monomi Park,,1
Monogon Games,,1
"Monochrome, Inc",,1
MONKEYCRAFT Co. Ltd.,RU,1
Mommy's Best Games,,1
MogDogBlog Productions,,1
Modern Dream,GB,1
Mode4,,1
Mode 7,,1
Mobius Digital,US,1
MoaCube,,1
Mixel,,1
Mixamo,,1
MINTROCKET,,1
Minskworks,,1
Minority Media Inc.,,1
Minor Key Games,,1
MinMax Games Ltd.,GB,1
MiniBoss,,1
"Mine Loader Software Co., Ltd.",,1
Mindware Studios,,1
Mindillusion,,1
Mind Over Matter Studios,,1
Milky Way,,1
Milkstone Studios,,1
Mikeypoo's Games,,1
Mikanbatake,,1
Mihiraghi,,1
Mighty Rocket Studio,,1
Midnight Pleasure,,1
Midnight Forge LTD,GB,1
Midnart,,1
Midgar Studio,,1
"MidBoss, LLC.",,1
Microsoft Game Studios,US,1
MicroProse,AU,1
Microids Studio Paris,,1
Microbird Games,AT,1
Michael Todd Games,,1
Michael Swan,,1
Michael Bell,,1
Mi'pu'mi Games GmbH,,1
Mi-Clos Studio,,1
metricminds GmbH & Co KG,,1
Metanet Software Inc.,,1
Metamorf,,1
Metalhead Software Inc.,,1
mesetts,,1
Meridian4,,1
Membraine Studios,,1
Melos Han-Tani,,1
Megastorm Games,,1
Megagon Industries,DE,1
MEGAFUZZ,,1
Megadev,GB,1
Mega Crit,,1
Meagan Malone,,1
McKay,,1
Maxim Karpenko,,1
MaxEstLa,,1
Max Inferno,,1
Matter Team,,1
Matt Grimm,,1
Matt Dabrowski,,1
Mastiff,US,1
Mastfire Studios Pty Ltd,,1
Massive Entertainment – A Ubisoft Studio,SE,1
Maschinen-Mensch,DE,1
"Marvelous, Inc.",,1
MarpleGames,,1
Mark Healey,,1
Marina Kittaka,,1
MarcialART,,1
Manekoware,,1
Mandragora,RU,1
Main Tank Software,,1
Magiko Gaming,,1
MagicalTimeBean,,1
MAGES. Inc.,JP,1
MadSushi Games,,1
Madruga Works,,1
Madlab Software,,1
Madgarden,,1
Mad Vulture Games,,1
Mad Fellows,,1
Maciej Targoni,,1
Lupiesoft,,1
LunaSoft,,1
Lunarch Studios,CA,1
Lunar Software,,1
Lunar Ray Games,US,1
Lukke,,1
Luke Dodds,,1
Luka Nieto,,1
Ludomotion,NL,1
Ludochip,,1
Ludeon Studios,CA,1
Luden.io,,1
Lucky Mountain Games,GB,1
Lucky Frame,,1
Lucid11 Interactive,,1
Lucid Games,GB,1
Lovely Hellplace,,1
Love in Space,,1
Love Conquers All Games,,1
Loren Bednar,,1
Longbow Games,,1
Long Hat House,BR,1
Lonely Troops,,1
Loiste Interactive,FI,1
Logic Artists,DK,1
Lofty Sky Entertainment Inc.,,1
Locomotivah,,1
Locomalito,,1
Locked Door Puzzle,US,1
LocalThunk,,1
Lo-Fi Games,,1
Lizardcube,FR,1
Littlefield Studio,,1
Little Stone Software,,1
Little Green Men Games,,1
Little Big MMO,BE,1
Little Big Lee,BE,1
Liquid Dragon Studios,US,1
"Lion Shield, LLC",,1
Lindsay Jorgensen,,1
Lince Works,ES,1
Limbic Entertainment,DE,1
Limasse Five,,1
LiLiM,,1
Lightmare Studio,FR,1
Light Echo,,1
Light Brick Studio,DK,1
Licorice,,1
Li Changchun,,1
Lewdlab,,1
Lewd Mewd,,1
LevelHead,,1
LEVEL5 Inc.,,1
"Level Up Labs, LLC",,1
Lesta Studio,,1
Lesson of Passion,,1
Lesley Dodd,,1
Lepioid LLC,,1
Leo B,,1
Lemon Sky Studios,CA,1
Leikir Studio,,1
Lee Shang Lun,,1
League of Geeks,AU,1
Leadwerks Software,US,1
Lazy Bum Games,,1
Lazy Bear Games,,1
Lazy 8 Studios,US,1
Lawrence Russell,,1
Laura Shigihara,,1
Laughing Machines,,1
Last Day of Work,US,1
"Laser Guided Games, LLC",,1
Lapovich,,1
Landfall West,,1
landfall,,1
Lab Zero Games,US,1
Kylotonn Entertainment,,1
Kylotonn,FR,1
Kyle Pulver,,1
KW Studios,,1
Kupaa Games,,1
Kujirabo。,,1
Kudosoft,,1
KT Racing,,1
Krome Studios,AU,1
Krealit,,1
Kozhakov,,1
KovaaK Games,,1
Kot in Action Creative Artel,,1
Kool2Play,,1
Konstantin Koshutin,,1
Konfa Games,,1
Konami Digital Entertainment,,1
KOG Co. Ltd.,RU,1
Kloonigames,,1
Klabater,PL,1
KK Game Studio,CH,1
Kitty,,1
Kitfox Games,CA,1
Kite Games,HU,1
Kiro'o Games,,1
KIRA LLC,,1
Kinmoku,,1
Kinetic Novels,,1
Kinetic Games,,1
Kindly Beast,,1
Kilted Camel,,1
KillHouse Games,RO,1
KHB-Soft,,1
Keybol,,1
Kevin Maxon,,1
Kerry Fawdray,,1
KeroQ,,1
Ker,,1
KeokeN Interactive,NL,1
Kenny Sun and Friends,,1
Kenny Sun,,1
Keen Software House,CZ,1
Keen Games GmbH,,1
Keen Games,DE,1
KDV Games,,1
kChamp Games,,1
Kayabros,,1
Kanoe,,1
kamti,,1
Kamichichi,,1
Kaizen Game Works,,1
Kaio Meris,,1
Kagura Games,US,1
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,,1
Kabuk Games,TR,1
JW,,1
Justin Nafziger,,1
"Jundroo, LLC",,1
jumpsuit entertainment UG (haftungsbeschränkt),DE,1
Jump Over The Age,,1
Jukio,,1
Jujubee S.A.,PL,1
Juggler Games,PL,1
Juggernaut Games,US,1
樂磚Joy Brick,,1
Journey Bound Games,,1
Jorge Rodriguez,,1
Jongwoo Kim,,1
Jonathan BRASSAUD,,1
Jonas Kyratzes,,1
John Cimino,,1
Johannes Gotlén,,1
Joey Drew Studios,,1
Joakim Sandberg,,1
Jim Guthrie,,1
Jetpack Interactive,CA,1
Jeffrey Klinicke,,1
Jasper Byrne,,1
Jason Godbey,,1
Jake Huhman,,1
Jagex Ltd,,1
Jagex Limited,,1
Jae Lee Productions,,1
Jacob Leach,,1
Jacob Janerka,,1
Ivy Sly,,1
Ivory Tower in collaboration with Ubisoft Reflections,,1
Ivory Tower,FR,1
Italo Games,,1
It's happening,,1
isTom Games Kft.,ES,1
Isak J Martinsson,,1
Isa Hutchinson,,1
Irresponsible Games,,1
IronZog,,1
Ironwood Studios,,1
Ironward,HR,1
Ironsun Studios,,1
IronOak Games,CA,1
IRONMACE,,1
Ironhide Game Studio,UY,1
Ironclad Games Corporation,CA,1
Iron Lore Entertainment,US,1
Iron Gate AB,,1
Iron Galaxy Studios,US,1
Irisfield,,1
IR Studio,,1
IonFX,,1
ION LANDS,,1
Iocaine Studios,US,1
Invincibles Studio Ltd,,1
InvertMouse,,1
Invent4 Entertainment,,1
Inusuku,,1
Interplay Inc.,,1
Interceptor Entertainment,DK,1
Interactive Stone,US,1
InterAction studios,,1
Insane Unity,FR,1
Innersloth,US,1
Inlet Pipe Productions,,1
Ink Stains Games,US,1
Infuse Studio,US,1
INFOMEDIJI d.o.o.,,1
Infinite Monkeys Entertainment Ltd.,,1
Infinite Fall,,1
Infinitap Games,,1
Indoor Astronaut,CH,1
Indefatigable,,1
Immunity Studios,,1
Illusion Softworks,,1
IguanaBee,,1
Igara Studio,,1
Icetesy,,1
Iceflake Studios,FI,1
I-Illusions,,1
I Fight Bears,,1
Hypnohead,,1
HyperSloth,GB,1
Hyper Hippo Games,,1
HYOGO ONIMUSHI,,1
Hutlihut Games,DK,1
HUSH Interactive,,1
Hunter Studio,,1
Hunted Cow Studios,GB,1
Hunted Cow Games,GB,1
HuniePot,,1
Humble North,,1
Humble Hearts LLC,,1
Humanhead Studios,,1
Human Head Studios,US,1
huki damari,,1
https://lazy8studios.com,,1
HRA INTERACTIVE,,1
House House,,1
Hörberg Productions,,1
HopFrog,,1
"Honor Code, Inc.",,1
HONEYSOFT,,1
Honeyslug,,1
HomeBearStudio,,1
Home Net Games,,1
Homa Design,,1
Holy Warp,,1
Holospark,US,1
Hologryph,,1
Holden Boyles,,1
Hitcents,,1
Hitbox Team,,1
Hinterland Studio Inc.,CA,1
Hilltop Studios,,1
Hidden Variable Studios,US,1
Hidden Fields,,1
Hibernian Workshop,,1
HFM Games,,1
Hevipelle,,1
Heuristic Park,,1
Heroic Leap Games,,1
HeroCraft PC,,1
Hero Concept,TR,1
Hentai Room,,1
Hempuli Oy,,1
Hemisphere Games,CA,1
Hellscape Games,,1
Hedge Knight Games,,1
Heaven Studios,,1
Head West,,1
HE SAW,,1
Hazelight Studio,,1
"Hassey Enterprises, Inc.",,1
Harmorise,,1
Happy Monster Studio,,1
Handyman Studios,,1
HandyGames,,1
Hanako Games,,1
Hanabira,,1
Hammerfall Publishing,,1
Hammer Labs,,1
Hammer Glass Studio Inc.,,1
Halfbus,,1
Gyroscope Games,,1
GUTS Department,,1
Guru Games,SE,1
"Gunpowder Games, Inc.",,1
Gun Interactive,,1
Gummy Cat,RO,1
Guerrilla Games,NL,1
Guerrilla,NL,1
Grzegorz Slazinski,,1
Gryzor87,,1
GrizzlyGames,,1
Grizzly Wolf Games LLC,,1
GRIN,SE,1
Grey Havens,,1
Greenheart Games 💚,,1
GreatherGames,,1
Great War Team,,1
Graveck,,1
Grasshopper Manufacture,JP,1
Grapeshot Games,,1
Google,,1
GoodbyeWorld Games,,1
Good Games,GB,1
Gone North Games,SE,1
Golgoth Studio,,1
GoldenGod Games,,1
Going Loud Studios,,1
Goblobin,,1
Goblin Council,,1
Gnomic Studios,AU,1
GlyphX Games,,1
Glyph Worlds,,1
Glowfish Interactive,,1
Gloomywood,,1
Glitchr Studio,FR,1
Glitch Pitch,,1
Gl33k,US,1
Gizmo VR LTD,,1
GIANTS Software,CH,1
Giant Squid,US,1
Giant Enemy Crab,US,1
Giant Army,,1
Ghost Ship Games,,1
GFX47,,1
Geometric Interactive,DK,1
Geoff Keighley,,1
Geoff 'Zag' Keene,,1
Gentlymad Studios,,1
Geniaware Srl,IT,1
Gears for Breakfast,DK,1
Gausswerks,,1
"Gaterooze, Ink",,1
GapTax,,1
Games With Dragons In,,1
Games Incubator,,1
Games by Malcs,,1
Gamerizon,,1
Gamepires,HR,1
GameORE,,1
GameDevLab,,1
GameConnect,,1
Gameclaw Studio,,1
GameChanger Studio,ID,1
Game-Labs,,1
Game Swing,,1
Game Smithing Limited,GB,1
Game Mechanics LLC,US,1
Game in a Bottle,NL,1
Game Grumps,,1
Game Distillery s.r.o.,,1
Game Atelier,FR,1
Gambrinous,,1
Galvanic Games,,1
GalaxyTrail,,1
Galactic Cafe,,1
Gaijin Entertainment Corporation,FI,1
"Gaggle Studios, Inc.",,1
Gabriel Priske,,1
GabberGames.com,,1
G3 Community Patch Team,,1
FX Bilodeau,,1
FUZZYEYES,AU,1
Future Cat LLC,,1
Funktronic Labs,US,1
Funkitron,US,1
Funday Games,,1
Funatics Software,DE,1
Fun Punch Games,PT,1
Full Control Studios,DK,1
From Soy Sauce LLC,,1
Freegamer,,1
Freedom Factory,ES,1
Free Games Info,ES,1
FreakZone Games,,1
Freakinware Studios,,1
Fraoula,,1
FragOut,,1
Forgotten Key,,1
Fool's Theory,PL,1
Focus Entertainment,FR,1
FNTASTIC,,1
"Fluttermind, LLC",,1
Florian Himsl,,1
Flippfly LLC,,1
FlatRedBall,,1
Flat Software,,1
Flat Earth Games,,1
Flat Chest Dev,,1
Flashbulb,DK,1
Flamebait Games,,1
Fishlabs Entertainment GmbH,,1
Fishing Planet LLC,US,1
FirstSpark Games,,1
Fireplace Games,FR,1
FireFly Studios,US,1
Fire Hose Games,US,1
Finji,,1
Finish Line Games,,1
Final Form Games,,1
Final Boss Entertainment,,1
Filip Victor,,1
Fiddlesticks Games,,1
Fiction Factory Games,IT,1
FibreTigre,,1
Fernando Ramallo,,1
Fergify,,1
Feral Interactive (Linux/Mac),GB,1
Feral interactive (Linux),GB,1
Feral Cat Den,US,1
FCG,,1
Faultline Games,,1
Faton,,1
FarmerGnome,,1
Far From Home,PL,1
Fantasy Flight Games,,1
Fancy Games,,1
Fallen Tree Games Ltd,,1
Fallen Flag Studio,IT,1
Fakt Software,DE,1
FakeFish,,1
Fabraz,US,1
Eyedentity Games,KR,1
Eyebrow Interactive,,1
Extend Studio,,1
Expression Games,GB,1
Explosm Games,,1
Explosive Squat Games,,1
Expansive Worlds,SE,1
Exordium Games,HR,1
EXOR Studios,PL,1
Exor Studios,PL,1
Exkee,FR,1
exaheva,,1
Evil Twin Artworks,GB,1
Evil Tortilla Games,DE,1
Evil Raptor,FR,1
Evil Mojo Games,DE,1
EVGA,,1
Everything Unlimited Ltd.,,1
Everguild Ltd.,GB,1
Event Horizon Studios,PL,1
Evan (Solidplasma) Peiperl,,1
Euphoric Brothers,,1
Etter Studio,,1
Étienne Périn,,1
Estoty,,1
Estelion,,1
Erik Svedäng,,1
Erik Asmussen,,1
Erica Lahaie,,1
Eric Chahi,,1
Eremite Games,PL,1
Epic Works,,1
Enzo Whyte,,1
"Entwell Co., Ltd.",,1
Entrada Interactive LLC,,1
Enter Skies,,1
Enigami,,1
Enhance,,1
Engine Software BV,NL,1
Endlessfluff Games,,1
Endless Project Games,,1
Endava,,1
Empyrean,PL,1
Empty Clip Studios,,1
EM Games,,1
Elliott Jones,,1
Elixir Studios,GB,1
Elias Viglione,,1
Elf Games,IT,1
Eleventh Hour Games,,1
electrolyte,,1
Elder Games,,1
El Huervo / Niklas Åkerblad,,1
Eko Software,FR,1
Eidos Studio Hungary,HU,1
Eidos Interactive,,1
Egidijus Bachur,,1
Eggnut,CA,1
"Eek! Games, LLC",,1
Eduard Mirica,,1
Edge of Reality,US,1
Ed Key and David Kanaga,,1
Eclipse Games,,1
Eazie,,1
Eathrabaria,,1
Eat Create Sleep,SE,1
EasyGameStation,,1
EarthWork Games,AU,1
Early Morning Studio,SE,1
Eagle Dynamics SA,,1
EA Redwood Shores,,1
E-Studio,,1
E-Line Media,US,1
DYSTOPIAN,,1
Dynamix,US,1
Dylan Fitterer,,1
DVS,,1
Durven Studios,,1
Duoyi Games,,1
Dungeoneering Studios,,1
dtp,,1
droqen,,1
Drooskati Games,,1
Drool,,1
Driving Force Games,FR,1
Driven Arts,,1
Drive Beyond Horizons,BE,1
DriftyGames,,1
Dreamworlds,,1
Dreamsite Games,,1
Dreams Uncorporated,CO,1
Dreampainters,,1
DREAMFEEL,,1
Dream Sloth Games,GB,1
Dreadlocks Ltd.,,1
Draw Distance,,1
Dr. Kimberly Voll,,1
Doublesix Games,,1
doublesix,,1
DoubleDutch Games,NL,1
Double Zero One Zero,CN,1
Double Dagger Studio,,1
Double Action Factory,,1
DotEmu,FR,1
DOPPELGESICHT,,1
DONTNOD ELEVEN,FR,1
Donkey Crew,PL,1
Dominique Grieshofer,,1
Domesticated Ant Games,,1
Dom,,1
Dogubomb,,1
Dodge Roll,,1
DNVR Prod,,1
DL Softworks,,1
Disparity Games,,1
Dinosaur Polo Club,NZ,1
Dingaling Productions,,1
Dimps Corporation,,1
Diminished Studios,,1
Dim Bulb Games,,1
DigitalDNA Games,US,1
Digital Tentacle,,1
Digital Sun,,1
Digital Reality Software & Playbox,,1
Digital Furnace Games,SA,1
Digital Eel,,1
Digital Dreams,NL,1
Digital Dawn Studios,PH,1
Digerati Distribution,,1
dieselmine,,1
Dialogue Design,,1
Denis Novikov,,1
Demigiant,,1
Delusional Games,,1
Dejima,,1
Defiant Development,AU,1
Defence Alliance Team,,1
Deep Games LLC,GB,1
Deck Nine Games,US,1
Deca Live Operations GmbH,,1
Deadpan Games,,1
DeadDevsTellNoLies,,1
Dead Drop Studios LLC,,1
Daylight Studios,SG,1
Day 1 Studios,US,1
David Kanaga,,1
Data Realms,,1
Darkworks,FR,1
Darklight Games,,1
Dark Water Studios Ltd,,1
Dark Gaia Studios,GB,1
Dark Fox,,1
Dark Energy Digital Ltd.,GB,1
Daring Touch,,1
DANKIE,,1
Daniel Paul Griffin,,1
Daniel Oliveira Carneiro,,1
Daniel Linssen,,1
Dani Navarro,,1
Dan & Gary Games,,1
Dan  Walters,,1
Dale Turner,,1
Daisu Games,,1
D3T Limited,,1
Czester16,,1
Cybernetic Walrus,,1
CyberConnect2 Co. Ltd.,RU,1
Cybele,,1
Cyanide Montreal,,1
Cyan Inc.,,1
Curious Planet,,1
Curiobot,CA,1
Cube Roots,,1
CtrlMovie,,1
CSR-Studios,,1
Cryptic Studios,US,1
Crunching Koalas,PL,1
Crows Crows Crows,,1
Crowbar Collective,US,1
Cross-Product,,1
Cross Eaglet,,1
Crocodile Entertainment,ES,1
Crescent Moon Games,GB,1
Creoteam,,1
Creobit,,1
CreativeForge Games,PL,1
"Creative Assembly, PC Port - Hardlight",,1
Creaky Corpse Ltd,,1
Crazy Viking Studios,US,1
Crazy Rocks,,1
Crazy House,US,1
Crater Studios,,1
Crasleen Games,,1
Crackshell,,1
Counterplay Games Inc.,,1
Cosmic Engineers,,1
Cornfox & Brothers Ltd.,,1
Contingent99,,1
Conifer Games,US,1
ConcernedApe,,1
Computerhouse,,1
Complex Games,,1
comcept Inc.,,1
Comcept,,1
Colossal Games,,1
Colossai Studio,,1
Colin Northway with art by Thomas Shahan,,1
Colibri Games,RU,1
Coldwood Interactive,SE,1
Cold Beam Games,,1
Coilworks,JP,1
Coffeenauts,,1
Codemasters Racing,,1
Codemasters Birmingham,,1
Codemasters Action Studio,,1
Codeglue,NL,1
Codebyfire,,1
Code}{atch,,1
Code Headquarters LLC,,1
Code Club AB,CA,1
