name,country_iso2,region,locality
system era softworks,US,washington,seattle
"burnout game ventures,burnoutgameventures.com, llc",winter park
dreamsky,CN,beijing,beijing
genetic studios,TR,istanbul,
space engineers prints,US,florida,jacksonville
ten ton cat,,,
blauwprint,NL,groningen,groningen
yo mobile games & computer services,US,connecticut,manchester
antagonist as,NO,oslo,
gaming corps,SE,uppsala lan,uppsala
rendered ideas,IN,maharashtra,mumbai
rocket pants,SE,saintckholm,hässelby
afk studios,US,california,danville
"zapling studios,zaplingstudios.com, llc",cheyenne
varios vicios,ES,catalonia,badalona
rock on studios,CA,quebec,cote-saint-luc
kasa on,,,
dragon lens studios,US,idaho,boise
fat baby games,US,california,san francisco
hard chill games,CA,nova scotia,lunenburg
undeadscout,PL,slaskie,bielsko-biala
null ref ltd,GB,hampshire,fareham
bogdog games,,,
maschinen-mensch,DE,berlin,berlin
lucre games,US,california,sacramento
bravoy ltd,GB,,
real gaming,,,
easter egg audio,AU,victoria,preston
yimoun games,CN,sichuan,chengdu
ludonium,AR,santa fe,rosario
bigfoot gaming,AR,buenos aires,mar del plata
nolife labs ug (haftungsbeschränkt),,,
kohda interactive,ES,,
herding cats sl,ES,catalonia,barcelona
gameblr,GB,greater london,london
amcon entertainment,,,
esl benelux bv,NL,noord-holland,haarlem
geneva e-sport,CH,geneva,geneva
macbook service center,IN,maharashtra,mumbai
pupgam studios,ES,catalonia,barcelona
algamecode,BR,,
origen gaming,,,
mudita games,AU,,
sector one esports,BE,,
challengermode,SE,saintckholm,
"gamiker,gamiker.com, inc",
thecitygame,NL,noord-holland,amsterdam
run an empire,GB,greater london,london
ned studio,ID,jawa timur,utara
mobit llc,JP,tokyo,
arctic game lab,SE,vaesterbotten,skellefteå
kooky infomedia,US,new jersey,
yanxen,,,
windmill studios,NL,overijssel,nederland
dreamvr,RU,,
فروشگاه گیمرز شاپ - فروش بازی های اورجینال,,,
wingeon,,,
"forever game network technology co.,forevergame.com, ltd.",shanghaishih
飞鱼科技,CN,xizang,sheng
amo2,SI,ljubljana,
cloudyshark studios,US,texas,austin
university of games sp. z o.o.,PL,kujawsko-pomorskie,torun
"ipro,ringitgames.com, inc.",seattle
owatch 9d virtual reality cinema simulator,,,
silvermile entertainment,,,
twitchy finger ltd,HK,central and western,hong kong
orc work,RU,saint-petersburg,
bunnycopter,BE,flanders,leuven
cheese burgames,FR,occitanie,montpellier
frvr,MT,il-mellieha,mellieha
triton gaming,US,california,la jolla
jumping goldfish infotech,IN,maharashtra,pune
nooner bear studio llc,US,indiana,west lafayette
polywick studio,PH,quezon city,capital
voxel busters interactive,IN,karnataka,karkal
strokeunit gaming e.v.,AT,,
suttung digital,NO,oppland,gjovik
aheartfulofgames s.l.,ES,madrid,madrid
spacebeagles,,,
kuutti entertainment oy,FI,finland proper,turku
imperial games,IT,lazio,barbarano romano
team virtual,,,
digihub shawinigan,CA,quebec,shawinigan
"lyhme,, inc.",san tan valley
versus systems,US,california,los angeles
next tv,FR,ile-de-france,paris
solid audioworks,GB,edinburgh,
black beacon,,,
novaquark,FR,ile-de-france,issy-les-moulineaux
digams corp.,,,
"mastermind studios,mastermindstudios.net, inc.",san francisco
brighton game collective,GB,,
tunisie en ligne,,,
conos eu,,,
emotion theory,NZ,,
aftermath interactive,SE,,
stark gaming incorporated,US,california,irvine
tontines games,US,texas,austin
dark rift entertainment,US,california,huntington beach
brimstone interactive,FI,uusimaa,helsinki
berserk games,,,
jb gaming inc.,US,nebraska,omaha
edenap,,,
amegoo pixel studio,ID,kalimantan selatan,banjarbaru
icebird studios gmbh,DE,bavaria,munich
w3d hub,,,
napko,FI,,
爱尼史企业管理咨询（上海）有限公司,CN,shanghai,shanghaishih
sand sailor studio,RO,bucuresti,bucharest
minecrafteate,ES,castille and león,burgos
zuuks games,TR,istanbul,
radiant games,IS,capital region,reykjavík
"aurasync studios,aurasync.com, inc.",verona
watercress llc,US,virginia,fredericksburg
immersed games,US,new york,buffalo
elmogame game studio,,,
one-o-one games,IT,,
lionbite games,SE,saintckholm,
untitled interactive,US,california,san francisco
91act,,,
cypher lynx,PL,mazovia,warsaw
atom games,TR,istanbul,
archetype studios,US,california,los angeles
smilodon games,CN,beijing,beijing
punchbutton studios,NL,,
liquid & grit,US,california,ross
paris gaming school,FR,ile-de-france,montreuil
game troopers,ES,catalonia,lleida
2024 studios,EG,,
micromind,UA,kyyiv,kiev
ultrabit (a kongregate studio),US,california,san diego
rivas games,,,
daogames gmbh,DE,baden-wurttemberg,singen
nefarious dimensions inc. (ndi),CA,ontario,toronto
wow emotions,CR,san jose,
teknik oyuncular,TR,istanbul,tuzla
engrossed games,ES,valencia,gandia
vortex entertainment,US,oregon,roseburg
doublejump games,CA,british columbia,victoria
gametology,DE,nordrhein-westfalen,essen
beartrap gaming,US,utah,american fork
timeless games inc.,US,florida,longwood
omega tomato llc,US,california,newport beach
finz,PK,punjab,lahore
grumpy panda studios,BR,sao paulo,
gentle troll entertainment gmbh,DE,bavaria,würzburg
post mortem pixels,BR,minas gerais,belo horizonte
"this game studio,thisgamestudio.com, inc.",vancouver
riot gaming ltd,,,
l'incubateur jeux vidéo,FR,auvergne-rhône-alpes,lyon
progress interactive as,NO,hedmark,hamar
playback interactive,,,
dsk green ice games,IN,maharashtra,pune
grand cauldron,FR,auvergne-rhône-alpes,lyon
株式会社wfs,JP,,
meigalabs,ES,canarias,florida
decvan,CA,british columbia,vancouver
limelight interactive limited,GB,,
adana games,AM,yerevan,yerevan
mobilotto games,NG,lagos,
attribase,,,
quantarium studios,US,washington,marysville
timbermint games,FI,,
animoca brands,HK,central and western,hong kong
reify studio,RS,,
rainbow studio,PT,porto,
raven rock games,GB,,
brain seed company limited,MM,yangon,rangoon
inlaws gaming studio,NL,,
alpha pug studios,NL,utrecht,utrecht
impetus games,AT,vienna,
karıkoca gaming,,,
questionable quality,GB,plymouth,
syntaxity,US,florida,tampa
red monster games,IN,karnataka,bengaluru
gamify now!,DE,,
skyhook games,GB,,
bit bash chicago,US,illinois,chicago
whow games gmbh,DE,hamburg,
umx studio | يومكس ستوديو,SA,ar riyāḑ,riyadh
famobi gmbh,DE,,
battlehouse inc.,CA,ontario,markham
rank one coaching,US,california,san francisco
inglenook games,GB,greater london,london
bm creative solutions,IN,,
flatfish games oy,FI,finland proper,turku
vavel game studios ltd,US,illinois,lincolnwood
tulevik.eu,EE,järvamaa,türi
vertex pop,,,
gaming live,,,
cirta games,DZ,constantine,constantine
haste (esports),US,georgia,atlanta
guz games,NL,utrecht,utrecht
vasa games,,,
jumping possum,NO,rogaland,stavanger
fight4dream limited,HK,kowloon city,kowloon
mars on a stick,GB,,
alienide interactive,BD,dhaka,dhaka
remex software,,,
"honor code,narcosis-the-game.com, inc.",chicago
mastercadem,PE,lima,lima
cold white fire gaming studios,US,utah,chester
7levels,PL,malopolskie,cracow
ysbryd games,SG,central singapore,singapore
rebourne studios,GB,,
sólfar studios,IS,capital region,reykjavík
studio qi,CA,quebec,montreal
boxi interactive corporation,US,california,culver city
talking about media sl,ES,catalonia,hospitalet de llobregat
astosch virtual technology,,,
bozuk tuş,,,
kassanity inc,,,
cublo,,,
"voidpoint,voidpoint.com, llc",
code horizon,PL,slaskie,katowice
flint games llc,US,california,el cerrito
gamedev network limited,GB,,
tatay games,PH,,
no wand studios,ES,aragon,zaragoza
furious bee limited,,,
subverses,US,massachusetts,boston
blox build,,,
atomic marlin,FR,ile-de-france,paris
indie game dungeon,SE,saintckholm,stockholm
afropixel games,ES,aragon,zaragoza
13am games inc.,CA,ontario,toronto
tlön studios,BR,sao paulo,bauru
indie jump,,,
indie games magazine greece,GR,attiki,athens
80.lv,,,
cherrypick games,PL,,
perishtronic studios,,,
tinybytes,CL,santiago metropolitan,santiago
riverrun games,CN,shanghai,
monkey king studio,FR,aquitaine,france
fibrum,RU,moscow,
"layabox 搜游网络科技 co.,layabox.com, ltd",
cyber sports league,AE,dubai,dubai
esportsfanz,,,
code 91,MX,durango,lerdo
"rekt media,rekt.gg, inc.",san francisco
minerva interactive,US,washington,redmond
funrock,SE,,
briskjab games llp,,,
gamerefinery,FI,southern finland,helsinki
four letter works,GB,,
gamebuino,FR,auvergne-rhône-alpes,saint-étienne
gaming insomniacs,US,new york,schenectady
streef games,NL,,
overpowered team,ES,madrid,madrid
gaea mobile,CN,beijing,beijing
krinsen,,,
tutotoons,LT,kaunas,
moonlit games studio,PL,,
pazu games,,,
gameloft brisbane,AU,queensland,brisbane
hitrock,,,
vaporware studios llc,US,oklahoma,midwest city
guinea pixel (pty) ltd,ZA,western cape,cape town
nepix,,,
catpot,,,
tiger studios,CA,british columbia,vancouver
jana games studios,DZ,setif,setif
the tribe games,UA,kyyiv,kiev
super sexy software,,,
good war games,US,florida,miami
mad pixel,BR,distrito federal,brasilia
aavega interactive,US,georgia,alpharetta
vpopulus studio,,,
3move labs,,,
skatanic studios,GB,east sussex,
bigblue studios,RO,bucuresti,bucharest
alkemis games,,,
株式会社coly（コリー）,,,
asociación ruta1 tournaments,,,
breakout studios - mobile gaming studio,AU,,
ucl gaming & e-sports society,GB,greater london,london
"artplay,artplay.co.jp, inc",
mojiken studio,ID,jawa timur,surabaya
blinkbyte,GB,staffordshire,stafford
resonator,US,,
whitebox games,,,
ntton games,ES,andalucia,almeria
dd studios - defecto digital,ES,murcia,cartagena
tiny moosh games,CA,ontario,ancaster
rolling games,UA,chernihiv,
xinfinity games,BR,,
united gameserver gmbh,DE,bavaria,coburg
dauntless studios,US,california,glendale
fes game studio,,,
nextbigthing studios,CA,ontario,ottawa
"wicked fun,wickedfun.com, inc.",fremont
razor edge games,US,arizona,gilbert
delinquent interactive,GB,,
株式会社コンフィデンス,JP,,
dojo madness,DE,berlin,
"yukineko,yukinekostudio.com, lda",
whootgames,ES,asturias,gijon
trollpants game studio,NO,oslo,
magic apps llc,US,florida,miami
madhouse software,SE,saintckholm,spånga
gamergram,GB,greater london,london
gtr accelerator,US,california,foster city
90km,,,
wasd key,,,
nutaku,CA,quebec,montreal
the minion's tavern,,,
impulse gaming uk,,,
toast games,,,
layabox co.ltd,CN,beijing,
yantraware,US,washington,seattle
borealys games inc,CA,quebec,montreal
riot games china,HK,,
"nyquist industries,nyquistindustries.com, inc.",leawood
greentwip,,,
ludus magnus studios,,,
boomerang game studio,PL,mazovia,warsaw
2bit studios,AU,,
maxplay,US,california,san francisco
tea clipper games limited company,GB,london,london
gamer channel entertainment s.a.c,,,
trifles games,TR,istanbul,
the legend of pirates online,US,new york,
post master games,DK,south denmark,kolding
meta-lol,,,
virtual reality - ვირტუალური სამყარო,ES,,
blackstaff games,GB,northern ireland,
iamthelegend,,,
holy cow productions,IN,karnataka,bengaluru
mmopilot,ID,east java,malang
concano games s.l.,ES,cantabria,santander
wolar games,,,
delightworks inc.,JP,tokyo,
tootouch! apps & games,IL,,
tamarin studios,FR,île-de-france,rambouillet
sweet pixel studio,PK,,
lime distribution,GB,kent,maidstone
escuela de game design latinoamérica,AR,,
firestorm studio,AU,victoria,melbourne
playroute,CA,alberta,fort mcmurray
zig zag zoom,,,
dark curry,,,
taurus gaming,AR,buenos aires,olivos
"trickster cards,trickstercards.com, inc.",bellevue
buzbet,ES,catalonia,san adria del besos
skillzzgaming,IL,tel aviv,
rmm studios,US,utah,salt lake city
wolfdog interactive,NL,zuid-holland,rotterdam
"black shell media,blackshellmedia.com, llc",newark
phantasiacraft,,,
imperio tech,,,
gemcraft games studio,GR,,
playwin,EE,harjumaa,tallinn
adacio,,,
quattrogear inc.,,,
novastar gaming center,US,kansas,kansas city
enigmatic machines s.r.o.,CZ,praha,prague
semisoft,ID,jakarta,jakarta
big combo games,,,
big dogs games,,,
lollipop robot,ES,castellon,vila-real
radium games,HK,yau tsim mong,mongkok
allinbyte,,,
gamelab istanbul,TR,istanbul,
palsgames,,,
warp digital entertainment,GB,greater london,london
outerminds,CA,quebec,montreal
fierce fun,IE,dublin,dublin
shovelware games,,,
quimera studios,,,
trinkpay technology ltd. şti.,,,
red zero games,PL,mazowieckie,warsaw
warpzone,FR,bretagne,rennes
box2box studios,,,
black river studios,BR,amazonas,manaus
just game it bv,NL,gelderland,ede
r space,US,california,cerritos
palette l.l.c.,FR,occitanie,balma
one game agency,HR,split-dalmatia,split
soccer data bet,,,
dr. kucho! games,ES,madrid,rivas-vaciamadrid
suduck,ES,aragon,zaragoza
feelthree vr motion simulators,GB,greater london,london
dragonjam studios,,,
"polyknight games,polyknightgames.com, llc",flower mound
virtual vault ltd,GB,england,london
weappy,BY,minsk,
avalanche interactive,US,utah,provo
safe gaming zone inc,US,georgia,roswell
malmö e-sport,SE,skåne,
machine studios ltd,US,california,bonita
arbor esports,US,michigan,ann arbor
cableek s.r.o.,CZ,praha,prague
wearvr llc,US,georgia,atlanta
for all to play,,,
heaviest matter,FI,pirkanmaa,tampere
jla games,FR,ile-de-france,saint-denis
grotman games,NL,noord-holland,hilversum
indot studio,PT,braga,barcelos
super damage games,,,
meridiem games,ES,madrid,madrid
frontside esports,CA,nova scotia,halifax
bridge bandit sl,ES,madrid,madrid
gamebcn,ES,,
pvp zone,US,nevada,las vegas
oddity studios,SG,central singapore,singapore
outpost games,US,california,redwood city
incredible concepts of sweden,SE,,
a2z interactive ltd,GB,,
thrive games,CA,ontario,hamilton
广州诗悦网络科技有限公司,CN,,
jumbon,FI,northern ostrobothnia,oulu
utomik,NL,noord-brabant,eindhoven
redox labs,AT,salzburg,salzburg
midas touch interactive,US,california,redwood city
rotary games,,,
installation 01,,,
studio wildcard,US,washington,kirkland
chilled mouse ltd,GB,surrey,godalming
tigara games,,,
tresiris,US,kansas,olathe
ezfun interactive technology ltd.,,,
candev,AU,act,canberra
pixelated points,,,
sunday games,CY,limassol,limassol
pl4yr,GB,lancashire,
wannabe vg,,,
ovg entertainment,FR,auvergne-rhône-alpes,lyon
super league gaming,US,california,santa monica
martian interactive entertainment,,,
martian rex,,,
luandun games pte. ltd.,,,
workout with me,US,california,san francisco
flynns arcade,ES,valencia,valencia
rockfish games gmbh,,,
intelligration llc,US,new york,new york
stealth studios inc,US,california,san francisco
skgames,TR,ankara,
punkster inc.,,,
deuxality ltd,GB,,
golden drake studios,US,utah,st george
step in books,DK,,
digital soul games,PT,porto,porto
not so stock gaming,CA,ontario,ottawa
doublesmith gmbh,AT,lower austria,sankt pölten
triple rocket,,,
spark inspirations | game engine,,,
wyvern interactive,US,,
rockitbit,NL,,
eletronic motion,FR,ile-de-france,paris
ploosh gmbh,DE,bayern,augsburg
bc rank llc,,,
vg play il gioco dei giochi,IT,toscana,soci
esports middle east,AE,dubai,
北京盖娅互娱网络科技股份有限公司,,,
hipster whale,AU,,
lightbound studios,US,california,los angeles
riposte games & co,CA,quebec,saint-lambert
cubus games,ES,catalonia,igualada
deepforge studios,,,
buh gaming,US,washington,kirkland
team zeroth,BR,bahia,salvador
clipduell ug,,,
givingtales,HU,budapest,
pixelatto,ES,andalucia,malaga
subrobots,CA,alberta,calgary
fancy tree studio,,,
"不或互動娛樂 buho interactive entertainment co.,facebook.com/hellobuho, ltd.",
epin ödeme ve i̇letişim teknolojileri a.ş.,TR,istanbul,istanbul
approarr studios,IN,delhi,new delhi
dread citadel productions,GB,,
dropout games pvt. ltd.,IN,maharashtra,pune
toothpaste & bubblegum,NL,gelderland,apeldoorn
jetberry,,,
flatter than earth,US,california,san francisco
blackturn games,,,
2scars games,,,
ninjar studios ltd,GB,nottingham,nottingham
triangulum games,PT,lisbon,odivelas
octopro games,US,california,chula vista
pyro technical solutions,,,
triodoxic digital studios,,,
gigacon,NO,,
duelboot,,,
gunfire games,US,texas,austin
yes and games,US,new york,rochester
carpazzzi soft,,,
centre for doctoral training in intelligent games and game intelligence,GB,north yorkshire,
triple boris inc.,CA,quebec,varennes
player.me,HK,central and western,hong kong
mpower games,UA,kyyiv,kiev
battlestate games limited,GB,,
cros game studio,VN,ha noi,
platinum city gaming,US,massachusetts,taunton
phenomnetworks llc,,,
episode,US,california,san francisco
oxytoc.com,,,
"orbital games,goneorbital.com, llc",seattle
revolution gaming,AR,buenos aires,
gameplan consultants,BR,,
schine gmbh,DE,bavaria,munich
fractal box,FR,ile-de-france,paris
gameolic development studio,UY,maldonado,punta del este
borodar,UA,,
"three cheese trees,threecheesetrees.com, llp",
gamerous studios,,,
geeky raccoons,,,
level up serbia,RS,central serbia,belgrade
youcanstar,KR,busan,busan
supercell italia fan,,,
skoua games,,,
atalayasoft,EE,hiiumaa,harju
erly stage studios,GB,greater london,london
streamysoft,BR,sao paulo,
djee games,CA,quebec,montreal
pixelbizarre,,,
petita demas ltd,GB,greater london,london
infinity games,PT,lisbon,odivelas
incus interactive productions llc,US,tennessee,nashville
luckystreak,IL,tel aviv,
hellraisers,UA,kyiv,
vesuvius media,CA,nova scotia,halifax
lgd studio srls,IT,,
sieidi,FI,central finland,jyväskylä
autoattack games,US,california,alameda
"lifelike & believable animation design,lifelikeandbelievable.com, inc.",
power start games,,,
boss key productions inc,US,north carolina,raleigh
downpour interactive,,,
american video game league,US,massachusetts,newton
what pumpkin studios nyc,,,
dreams of heaven,CL,,
coliseo dragons,AR,santa fe,rosario
teamcyberpc,,,
greener grass company,FI,pirkanmaa,tampere
vpsleague.com,BR,sao paulo,
playfungames,CN,shanghai,pudong
guru game pte.ltd.,CN,beijing,beijing
hammerplay studios,IN,tamil nadu,chennai
stellar games,,,
triskell interactive,FR,bretagne,rennes
wide awake studios,,,
games gathering conference,UA,kyyiv,kiev
puga studios,BR,pernambuco,recife
samurai punk,AU,victoria,south melbourne
team lion,NO,aust-agder,fevik
1touch studios,,,
coduar,PL,,
bedbug,GR,attiki,athens
osmotic studios,DE,hamburg,
alicorn entertainment studios,AU,queensland,
papata game studio,IR,isfahan,esfahan
star game studios,GB,,
last minute rush productions,US,utah,south ogden
gameatics lab (p) ltd,IN,,
i need diverse games,US,illinois,chicago
"artcraft studio co.,artcraft-studio.com,ltd",shanghaishih
solar powered games,DE,baden-wurttemberg,langenargen
duard ltd.,BG,sofia,
emerald forge games llc,US,oregon,eugene
atomteam,LV,riga,riga
dual reality games,US,minnesota,minneapolis
ars gaming,,,
highlife games limited,GB,rotherham,wales
3scape,US,virginia,virginia beach
paradox knight online,AU,queensland,
dock your boat,AT,vienna,vienna
one more level s.a.,PL,malopolskie,cracow
dark cleo productions,GB,,
kipi interactive,BG,sofia,
fifa15-coin,,,
neo red entertainment,,,
on serious games,,,
huedoku,,,
godot engine,US,new york,brooklyn
ministry of games,DE,baden-wurttemberg,karlsruhe
hunter & lucas games inc.,CA,ontario,toronto
cereal games,PT,aveiro,acores
mixogames ltd.,GB,bristol,
linrus,LT,vilnius,
gaming leagues of ireland,,,
don naipe,NO,oppland,lillehammer
neo thunder,IN,west bengal,kolkata
guardian games studios,,,
timeloop,SE,skåne,
pegneon s.a.,GR,attiki,athens
titc studio,TW,taiwan,taipei
ellazhan studio,IN,karnataka,
icejam,CA,prince edward island,charlottetown
nuaplay,IE,waterford,waterford
lince works,ES,,
appchocolate ltd,GB,cambridgeshire,cambridge
happy l-lord ab,SE,,
futuretech distribution s.l - onlinechampion.com,ES,catalonia,barcelona
eusko esports,ES,basque country,bilbao
max the cat studios ltd.,CA,british columbia,vancouver
apps factory media ltd,,,
-color4games-成都麟动科技有限公司,CN,xizang,sheng
innerspace vr,FR,,
paint binumbers studios inc.,US,ohio,columbus
ff14gilhub,,,
the alacrity group,US,oregon,eugene
gamestage,KR,seoul,
1up.cl,,,
spartonix,IL,,
celestial beings studio,AU,queensland,brisbane
new blood interactive,US,california,carlsbad
moocow ink,,,
digital dinosaur games,US,california,san diego
mindravel interactive,PK,punjab,lahore
gaming labo,JP,tokyo,tokyo
sparta games,,,
amini lab,,,
viewpoint games uk,,,
"badfly interactive,badflyinteractive.com, a.s.",
rutgers esports,US,new jersey,new brunswick
knick-knack,SE,,
massive monster,GB,hampshire,
game translation lab,RU,moscow,
kinect itoy,,,
mad cow studio,NZ,wellington,greytown
nomercy studios,FR,nouvelle-aquitaine,anglet
moonton games,ID,jakarta,jakarta
dazzle rocks,FI,,
subjectify ltd,,,
mohave games,PL,mazowieckie,warsaw
millenway studios,SE,östergötland,norrköping
gg.uab,US,alabama,birmingham
gamers.it,IT,lombardia,milan
circle of creators,ES,madrid,madrid
exordium games,HR,grad zagreb,zagreb
that one place,US,,
ironoak games,CA,british columbia,vancouver
locust studio,ID,west java,bandung
skywatch digital entertainment,,,
rest.less games,DE,hamburg,
karma games ltd.,IL,haifa,
skeleton hand,US,illinois,chicago
بازی دوست,,,
retrobrain r&d gmbh,DE,hamburg,hamburg
swecup esports,,,
hexwar games ltd,GB,moray,elgin
leadgames llc,,,
endlife studios,GB,greater london,london
shamansoft software inc.,TR,ankara,çankaya
tangent games,US,california,glendale
triumb tech,,,
lamp interactive,,,
pennybox games limited,GB,essex,
altitude games,PH,,
garagua app,,,
get-well gamers europe,GB,,
kalopsia games,NL,,
project conquerors,FR,,
questgames,KR,,
lion game lion,HR,grad zagreb,zagreb
curious chicken games llp,,,
mega particle inc.,US,california,san mateo
headgear,DE,,
gamerock s.a.,,,
gunjin games ltd,GB,,
all in a days play pvt. ltd.,IN,maharashtra,mumbai
gamesture,PL,lesser poland voivodeship,kraków
the bastion,GB,,
wannaplay studio,,,
fallout gaming,MY,,
wholesgame,GB,greater london,london
associazione svilupparty,IT,emilia-romagna,bologna
smash it!,,,
online rpg gaming,ES,valencia,torrevieja
killer lobster pte ltd,,,
brainchild development,NL,zuid-holland,rotterdam
mode games,AU,new south wales,sydney
gp pro creations,US,texas,dallas
studd technology solutions,,,
accidental empire entertainment,TR,istanbul,
ryseup studios,FR,auvergne-rhône-alpes,lyon
mooneye studios,DE,hamburg,
gaming addict studios,US,florida,tampa
z infinity games private limited,IN,karnataka,bengaluru
gameslabs,,,
geogaming,,,
vrarlab,,,
"jamtech,jamtech.me, inc.",alexandria
nhn blackpick,KR,gyeonggi-do,seongnam
defroids,UA,kharkiv,kharkiv
inside out games ltd.,GB,derbyshire,
luditeam,,,
uv games,,,
knoocker,PL,,
woowoogames,US,georgia,atlanta
heyou games,ES,madrid,madrid
grimlore games,DE,bayern,bayern
aftrsoft,,,
flippancy studios,,,
lodius s.l,ES,madrid,madrid
tickity boom games,GB,,
somnium games,HR,grad zagreb,zagreb
"big red planet,bigredplanetgames.com, llc",oceanside
ignited artists,US,california,san francisco
frozen district,PL,,
mount west,SE,saintckholm,stockholm
playhubs,GB,greater london,london
double kill limited,HK,eastern,causeway bay
treasurehunt,DE,berlin,
kickalive,FR,ile-de-france,paris
cryptus studios,,,
alexander ocias,,,
rimlight studios,IT,sicily,tremestieri etneo
frogsong studios,SE,skane,malmo
audazzle,GB,greater london,london
dreamtastic games,US,california,san francisco
学生协会股票市场 - la bourse des associations,,,
meizi games,FI,,
fatalitech game studio,TR,istanbul,
dream n' play games,US,california,san francisco
pushstart studio,BR,sao paulo,
fate softworks,US,missouri,jefferson city
cmr games,,,
still57 games,CA,ontario,toronto
level.expert,,,
fierce kaiju ltd,,,
toornament,FR,ile-de-france,levallois-perret
booster space,DE,,
pixel ape studios,,,
spinbot,FR,aquitaine,france
tubett,IE,dublin,dublin
sapphire dragon productions,,,
app wave studios,,,
yo union,US,california,irvine
oni studio,,,
pongping ltd.,,,
tenbirds corp.,,,
ion game design,SE,saintckholm,stockholm
hobo labs,,,
takeover interactive,GB,croydon,croydon
kill ping,HK,central and western,hong kong
liga brasileira de esportes eletronicos,BR,minas gerais,belo horizonte
vulpine games ltd.,FI,uusimaa,helsinki
games for girls,US,delaware,wilmington
secret place inc.,,,
pathos interactive,SE,vastra gotaland,lindholmen
a bonfire of souls,ES,andalucia,malaga
simiyaworld,,,
attaq online,,,
normand esport,FR,normandy,caen
islania.com,RU,saint-petersburg,
arcadict games,,,
last level,,,
table flip games ltd,GB,,
barspin studios,ES,,
vizlab studios,DK,,
everguild ltd.,GB,london,london
team cherry,,,
the association of gamers at uci,US,california,irvine
area08,,,
gameloop.io,DE,berlin,
playmono,GB,england,london
"woodpenny,woodpenny.com, llc",northampton
simplicity games,PL,,
block interval llc,US,maryland,halethorpe
"atlas global solutions,ags-arg.com, llc",sierra vista
gaminho,FR,ile-de-france,paris
mmojam,,,
fun plus studios,PK,punjab,multan
"glorra studios,glorrastudios.com, llc",mountain view
cyber-net,RU,,
riyo inc.,JP,fukuoka,chuoku
turbo pixel studios,,,
outsource2.us,CZ,,
huuuge games,PL,zachodniopomorskie,szczecin
crøss games,GB,,
metsuke,ES,madrid,coslada
tag team games inc,,,
shadow company games,ES,catalonia,barcelona
non-nerd player,TR,ankara,
funecs,,,
avix games | digital games & toys s.a.,AR,buenos aires,la plata
bleik store,BR,rio grande do sul,porto alegre
flip sports limited,,,
gamedev area,CZ,jihomoravsky kraj,brno
appidea games,GE,t'bilisi,
pixpil,,,
weendie games,BR,minas gerais,juiz de fora
ninja code studio,ES,andalucia,sevilla
silkrummy,IN,karnataka,bengaluru
batavian studio,ID,jakarta,
xboxnederland.nl,NL,overijssel,ommen
jolly company,TR,,
cardboard utopia,CA,quebec,montreal
sci-ryder (pty) ltd,ZA,gauteng,johannesburg
halo digital,TR,istanbul,
underflow studios,US,washington,seattle
"affinity pixel entertainment,soundape.net, llc",austin
stugan,SE,värmland,kristinehamn
indigo rummy,,,
monster bunny studios,IN,haryana,faridabad
bliss hub,VN,ho chi minh city,ho chi minh city
playcake,GB,,
"re:activ designs,reactivdesigns.com, llc",cary
"mineplex,mineplex.com, llc.",seattle
star drifters,PL,mazovia,warsaw
xd studios,GB,city and county of swansea,swansea
joensuu games co-op,,,
foxhunt productions,IN,nct,new delhi
magic square,TR,istanbul,istanbul
inductor software,US,washington,seattle
gix entertainment,KR,seoul,seoul
bonsters,,,
mad sally games,US,illinois,saint charles
built games,US,california,poway
fezziwig,,,
izaktv,PL,,
"red level games,, inc.",richland
strats & co.,,,
gongungames,KR,gyeonggi-do,
anvil game studios,MT,,
a sweet studio,SE,saintckholm,
"vc mobile entertainment,vcmobile.net, inc.",los angeles
tootidy games,,,
creative crowd ab,SE,vasterbottens lan,skelleftea
tereré studio,AR,chaco,barranqueras
suhaatech,PK,punjab,lahore
re-roll entertainment,CN,beijing,
reikon games,PL,,
lokum games,TR,istanbul,
wildsphere,ES,valencia,valencia
ransacked studios,US,new hampshire,hollis
joystin,,,
gamedev.com.mt,,,
ogansoft,TR,istanbul,beylikdüzü
trebuchet games ltd,GB,,
2awesome studio,ES,catalonia,barcelona
picklefeet games,US,washington,seattle
fun x games,,,
games industry law summit,LT,vilnius,
digams corp.,US,,
axesinmotion s.l.,ES,andalucia,sevilla
glenim s.r.l.,IT,turin,turin
fairbits,IN,gujarat,ahmadabad
biinyu games,CO,bolivar,cartagena
regn,SE,,
indago paweł homenko,PL,,
manzanita labs,,,
ludiverse inc.,GT,guatemala,guatemala city
migoi studios,IN,,
sabresaurus ltd,,,
"feelreal,feelreal.com, inc.",brooklyn
lunaticats game studio,,,
cavylabs,BR,sao paulo,
baazi games,IN,delhi,new delhi
pollop studio,,,
agooloo studios,FR,ile-de-france,paris
arcturus interactive,US,montana,helena
ludobros,FR,ile-de-france,paris
element gaming a.s.d.,IT,abruzzi,sant'eusanio forconese
midnight tea studio,SM,serravalle,
steambytes,,,
crazybunch,,,
play motion,IN,telangana,hyderabad
primemakers,,,
cloud entertainment,US,washington,seattle
3dclouds,IT,lombardia,milan
monarc gaming labs,US,california,los angeles
local route labs,US,wisconsin,madison
pelican 7,GB,,
kosmos,DE,baden-wurttemberg,stuttgart
9th impact,IE,galway,galway
g.a.d.s colombia - game art & design studios,CO,bogota d.c.,bogotá
diandian interactive inc(usa),US,california,san francisco
americana game studio,US,california,san francisco
altar creative,,,
