name,country_iso2,region,locality
game essence,CH,zurich,
tunnel vision studio,IT,lazio,rome
gamespace gms ltd,,,
[smokespotgames],US,new york,new york
kanga games,,,
cmck,ES,catalonia,barcelona
crimsonsky,,,
serious sim,PL,mazovia,warsaw
assetario,,,
"atmta,atmta.com, inc.",
easy games,,,
siêu manga,VN,ho chi minh city,ho chi minh city
,CH,,
upward games,FI,,
aleo vr,,,
intapps,DE,,
rennes 2 esport club,FR,bretagne,rennes
presiona enter,CL,bio-bio,chillan
empty box,DK,north denmark,aalborg
rams esport,LU,luxembourg,luxemburg
arkhalight games,DK,capital region,copenhagen
onyx studio ltd,RS,,
river plate gaming,,,
drives football,US,new york,new york
gqa games quality gmbh,DE,brandenburg,erkner
supergradient,NL,limburg,maastricht
broken singularity,,,
hyper soft inc.,PK,islamabad,
factorion,US,florida,miami
cactus studios,AU,,
idee games,NL,,
cream cheese games,DE,bayern,hof
perpetual games,,,
respeccd,CA,british columbia,vancouver
visionaries,AE,dubai,
namson digital,TH,bangkok,
ommy games,PK,punjab,lahore
pt. datenshi games indonesia,ID,bali,tabanan
gyre rig,RU,moscow,
choizer,MX,aguascalientes,
ingumak,ES,,
red axe games,TR,denizli,
suhaz esports,MY,selangor,semenyih
ivarṇa games,IN,nct,new delhi
void controllers,AE,dubai,dubai
ultraball,,,
hyetus,US,california,oakland
10esports,IT,latium,rome
stage11,FR,ile-de-france,paris
rojo mojo studio,,,
proelium esports,US,new jersey,westfield
snack gamer,PK,,
flash cat games,PL,łódź voivodeship,łódź
myshmup.com,FR,ile-de-france,paris
swame studio,BY,minsk,
pixelant games,PL,lower silesia,wrocław
defender games,GB,bournemouth,
red rebel games,US,maryland,rockville
3d lab,,,
mint creative - llc,US,texas,lubbock
30k org,US,oregon,portland
alibi esports,US,pennsylvania,philadelphia
game street,IN,uttar pradesh,lucknow
gamesmechanic,TN,tunis,aryanah
arcademy,CY,nicosia,
userwise,US,wisconsin,madison
white karasu,FR,hauts-de-france,lille
antic esports,NZ,auckland,auckland
shiro unlimited,FR,nouvelle-aquitaine,bordeaux
retics,BR,,
epicure,US,california,san francisco
just fun entertainment,GB,greater london,london
playstream.gg,IL,tel aviv,
abcodeworld,CA,ontario,windsor
gerdoo games,US,kentucky,seatle
braindead broccoli games,,,
playroom,US,california,mountain view
zulfi technologies,PK,punjab,lahore
bored imagination games,CA,ontario,st. catharines
grid - gamers platform,US,texas,frisco
juegalo,CO,antioquia,medellin
xs0ul3at3rx,US,kansas,seward
mno go games,CY,nicosia,
future club,US,california,los angeles
vysad,IN,haryana,
light brick studio,DK,capital region,copenhagen
sunfire gaming,AR,,
mill games,PL,mazovia,warsaw
hooshmand sazan vazin ertebat,IR,isfahan,esfahan
crimson herring studios,,,
nine lives game studio,SE,värmland,karlstad
mazze,BR,sao paulo,
0xadventure labs,US,california,los angeles
edge academy,IL,,
artcade studios,TR,istanbul,
"awp gaming,awpgaming.com, llc",phoenix
wolf cub games,ES,madrid,madrid
game raven review,US,washington,everett
vigorous,TR,istanbul,
hyze games,BR,rio de janeiro,cabo frio
yellow leaves studio,IN,andhra pradesh,vijayawada
epleyer inc.,CA,ontario,ottawa
avisa games guild,,,
sir winston churchill game development club,CA,alberta,calgary
dms games,IL,tel aviv,
subfrost interactive,SE,,
octoborg,BR,,
dyxel game publisher,BR,,
rizon ug,,,
monsterbuds,,,
hole in the sleeve,GB,greater london,london
4us game  oyun yazilim ve pazarlama a.ş.,,,
honey b games,US,california,los angeles
slice o' nice,CA,alberta,calgary
horsesxwolves,GB,greater london,london
spike games,TR,istanbul,
archrystal,ES,valencia,valencia
blacklighthouse,FI,,
ccg lab,,,
rasta studio,US,,
"game ventures,gameventures.org, inc.",arlington
tiny kraken games,PK,punjab,lahore
the game ui ux design nexus,US,illinois,chicago
doomlord interactive,SE,saintckholm,
axisloop games,PK,punjab,lahore
aphotic arts,,,
eballr games ltd,GB,kent,gillingham
tesseract games,PL,wielkopolskie,poznan
gamerithm,IN,tamil nadu,
triyu games,,,
tactical banditry,,,
definitylegend,GB,greater london,london
dekreed studios,US,florida,miami
"supersocial,supersocialinc.com, inc.",new york
game to aim - game development club,IN,odisha,raurkela
dreambeast media inc,,,
studio bravarda,BR,,
vdigm,KR,,
outback games,AU,,
fugawo,TR,adana,
heroic games launcher,,,
hylex inc,BR,,
21esports agency,ES,catalonia,barcelona
microwood games,DE,niedersachsen,brunswick
indotribes roleplay community,ID,banten,
ut7 esports,IT,lombardia,milan
glitch! esports society,IN,rajasthan,jaipur
locked games,RU,,
swipe revolution,,,
legend hunters league,MX,mexico,
neghis,IR,fars,shiraz
game developers association kiit,IN,odisha,bhubaneshwar
grupo lag,BR,mato grosso do sul,campo grande
creativity 360 studio,EG,cairo,cairo
awes0me studios,US,,
"third coast games,fortunesfavorgame.com, llc",grand rapids
pilavyer software,TR,kirikkale,
gamostar,IN,gujarat,rajkot
redsoft studio,TR,istanbul,
melg esports,,,
trend esports,SG,central singapore,singapore
levelled up gaming,,,
dark dragon interactive,AU,victoria,melbourne
lutra interactive,SE,,
seafortress,,,
viento verse studios,US,north carolina,charlotte
delaguila,ES,catalonia,barcelona
flamethyst studio,VE,lara,barquisimeto
gallacas games,FI,uusimaa,helsinki
colorful game studio,US,washington,mount vernon
gamemoj,IN,west bengal,islampur
rare earth games,AT,vienna,
rare parrot games,NZ,auckland,
light creative studio,EE,harjumaa,tallinn
abyssal games,US,nevada,las vegas
waem game studios,NL,utrecht,utrecht
nyctophile studios,TR,istanbul,
dark science,,,
esports live,AU,victoria,melbourne
soliton interactive,CA,quebec,montreal
spwn esport,DK,,
ravendise,IN,,
awesomesource studios,ZA,gauteng,johannesburg
point n' sheep,BR,pernambuco,recife
ultimate business quest,US,nevada,las vegas
run ready software,AU,western australia,boddington
"game data pros,gamedatapros.com, inc. (gdp)",san mateo
innova games méxico,MX,chihuahua,
alku animations,,,
feckless,,,
play x future,,,
espirart games,BR,ceará,
virtual magic games sa,PL,,
vanquisher gaming network,ID,jakarta,jakarta
moonryse studios,US,georgia,atlanta
ela game,TR,,
rock square thunder,PL,lesser poland voivodeship,kraków
lucifer gaming studio,IN,gujarat,ahmadabad
paradox gaming,MX,aguascalientes,aguascalientes
kaleidoscube,DE,baden-wurttemberg,ludwigsburg
mcpgames,,,
deep blast studio,AM,yerevan,
athletix esport,FR,hauts-de-france,
heroes hub,AD,andorra la vella,
national esports collegiate conference,US,massachusetts,mansfield
fragile continuum,GB,worcestershire,worcester
cero try games studios,,,
clockwork raven studios,GB,greater london,london
boom corp,,,
rtg esports,JO,amman,
egpood,SA,ar riyāḑ,riyadh
blink studios,US,texas,dallas
the vr hive,GB,highland,arisaig
tiny hydra,NL,noord-holland,amsterdam
fantaji,UA,lviv,
tempest interactive,CA,ontario,toronto
raveblocks,AT,vienna,
bohemian pulp,RS,vojvodina,novi sad
goat esports,CR,san jose,desamparados
game oh,IN,maharashtra,pune
educagaming,PT,faro,lagos
pemperor games,ES,madrid,madrid
klip vr immersive technologies,IN,nct,new delhi
taanga studios,IN,karnataka,bengaluru
keymash,,,
toro loco games,,,
arlea studios ltd,GB,,
enterables,PL,silesia,gliwice
game reign pte ltd,SG,central singapore,singapore
kko team,ES,madrid,madrid
arenaxr,IN,,
supernova games,GR,attiki,kifisia
geta club play,,,
rocket llama games,IN,maharashtra,nagpur
spandrel interactive,CA,new brunswick,fredericton
ceylon school of game design,LK,western,kelaniya
cosmic vision studios,GB,bournemouth,
jolly cat games,BG,burgas,
pi game technologies,GB,,
playtoo,US,delaware,dover
knightiny,US,delaware,wilmington
redstar games,US,new york,new york
elite gaming,US,new york,syracuse
pumpkin studio,BR,rio grande do sul,porto alegre
black bureau,BA,federation of b&h,sarajevo
tiny cloud,PL,malopolskie,cracow
bad button studio,AZ,baki,baku
level up (game dev. hub),ES,,
simulated minds,US,california,san jose
dublin games conference,,,
gamesense,FR,ile-de-france,paris
vr gaming cafe,IN,telangana,hyderabad
gamzo,IN,assam,goalpara
dumchev trap games,,,
the rat project,PL,mazovia,warsaw
gamepoint,ES,,
croatian game development alliance,HR,grad zagreb,zagreb
blast games,IR,isfahan,esfahan
zerosum games,TR,istanbul,
int buff,US,new york,new york
plusdsgames,CN,fujian,xiamen
spawn point,IN,madhya pradesh,indore
uptime esports,US,massachusetts,hanover
anomaly games,DE,berlin,
wunbit,EE,hiiumaa,harju
wclick,,,
virsona,US,new york,new york
g-aim esports arena,SA,ar riyāḑ,riyadh
greater raleigh esports local organizing committee,,,
mop boy studios,,,
ground game atelier,ES,catalonia,barcelona
mystery town,SA,ar riyāḑ,riyadh
gamista game studios,US,california,los angeles
stonehollow workshop,AR,,
geeky house,AE,dubai,
lyro games,TR,malatya,battalgazi
softech engineering,BD,dhaka,dhaka
grindkaro -  by wasd esports,IN,maharashtra,pune
hypernoodle games,JP,tokyo,tokyo
lucid silence games,US,florida,orlando
virtual filaments pvt. ltd.,IN,gujarat,ahmadabad
academia mexicana de esports,MX,,
life after end,,,
gg agency,MA,casablanca-settat,anfa
gamkart,AE,dubai,
the guardian dog studio,BR,ceará,
playoffnations,ES,,
unity 3d türkiye,TR,istanbul,
team we trust,AR,cordoba,cordoba
g-rigs,IN,kerala,
rec infotech services private limited,IN,karnataka,bengaluru
jazzapps,US,florida,jacksonville
numzz gaming studio,PK,punjab,lahore
devs in the dark,IR,tehrān,
argosofficialgame,US,tennessee,nashville
netspeak games,GB,london,london
team execution,BR,,
soho games,GB,devon,
pariah interactive,US,new york,brooklyn
tonkotsu games ug,DE,berlin,berlin
spacetimer,LK,western,colombo
absurd:joy,,,
quiet little feet,SK,kosicky,košice
深圳小爱灵动网络技术有限公司,CN,guangdong,shenzhen
backpack games,TR,ankara,çankaya
alam digital hq,PK,islamabad,
player1ne gaming,US,utah,salt lake city
ziggurat interactive inc,US,colorado,denver
hyper factory,UA,,
pwe,US,california,san francisco
indian fantasy league,IN,karnataka,bengaluru
vanix esports,GB,saintffordshire,
sparx esports,CH,bern,bern
yakim interactive ltd,IL,tel aviv,
arcforged,US,florida,orlando
forestlight games,PL,mazovia,warsaw
oaa inc.,KR,gyeonggi-do,seongnam
ambratorgames,JO,,
harmonie games,,,
osmo chile,,,
yuzugames,FR,occitanie,toulouse
hungry couch games,,,
gambol games,TR,istanbul,kagithane
peakview studios,ZA,gauteng,pretoria
aysel company,,,
drapsta,US,colorado,fort collins
code ninjas burlington,CA,ontario,burlington
funorama,IL,,
gbit studios,IN,telangana,
form foundation,,,
od projects,,,
santa clara design studio,BR,bahia,camaçari
gzone media vn jsc,VN,ha noi,hanoi
meteor mug,NL,,
rocket fuel games,GB,west sussex,
adept games,US,washington,renton
imba games,VN,ho chi minh,phu nhuan
archetype entertainment,US,texas,austin
team rex méxico,,,
奧地利商笛雅奇遊戲有限公司 (dyadic games taiwan office),TW,,
ludo sikandar,IN,rajasthan,jaipur
hi games,TR,istanbul,istanbul
weclutch,ES,madrid,madrid
fabrika games,TR,,
cloud byte studio,BR,espirito santo,vila velha
not a number,IT,umbria,piemonte
project prisma,,,
gulliver's games,TR,istanbul,
gameexp,SG,central singapore,singapore
gaming residences,ES,madrid,
hifive games,TR,istanbul,
experience points,GB,england,london
airstrafe interactive,US,california,torrance
motion media lab,,,
derradtv,LB,beyrouth,beirut
gamestation.io,,,
digitales interactive,DE,saarland,saarbrucken
gammister,RU,moscow,
aquato esports,DE,niedersachsen,wolfsburg
edelweiss esports,CL,,
oox limited,IE,dublin,dublin
magma flow,RO,cluj,cluj-napoca
goolny games,BY,gomel,
fireroot studios,NL,zuid-holland,rotterdam
birriagamers,PA,panamá,
kronte,ES,andalucia,malaga
appalachia interactive,US,pennsylvania,pittsburgh
md games s.a.,PL,,
longbow games pvt. ltd.,IN,karnataka,
infamy fantasy esports,US,california,los angeles
sampa diversa,BR,,
15 minutes of game,AU,victoria,melbourne
hnm spectrum games ltd,CY,nicosia,
rivet games,GB,,
"vesteria,vesteria.dev, inc.",seattle
overwatch world cup - team méxico,MX,mexico,
cinderblock games,US,kansas,hutchinson
hakuen studio,,,
sades turkey,,,
fyber gaming & computer repair,US,michigan,lansing
silver bullet games,FR,bourgogne-franche-comte,saint-igny-de-roche
burningjar entertainment,ID,yogyakarta,yogyakarta
match points,,,
cloud chamber,US,california,novato
sapphire studios,US,missouri,springfield
ironwood studios,,,
supercharge,GB,england,london
ludibyte games,PE,lima,lima
good gamer group,US,california,culver city
candy code,IR,tehran,teheran
newfangled games,GB,norfolk,norwich
savvy community games,FR,auvergne-rhône-alpes,lyon
born2play games,ME,podgorica,
redpunch studios,TR,duzce,
mataboo,PL,mazowieckie,warsaw
mantis pro gaming,IN,west bengal,kolkata
906 games srl,IT,lombardia,como
origins interactive,FR,,
ápeiro studio,PK,punjab,lahore
characterbank inc.,JP,kyoto,kioto
gravitybox,FR,hauts-de-france,roubaix
devzombios,TR,istanbul,
making games,RU,samara,moskva
sezhes,IT,trentino-alto adige,bolzano
adglobe canada,CA,quebec,montreal
silverglint gaming ltd,GB,warwickshire,shipston on stour
core theory,US,,
clover games,,,
ixten,US,massachusetts,needham
katakata creative,PH,manila,manila
monobit,IT,piedmont,torino
tgads,TR,konya,
mutagames,AR,buenos aires,
skillshot consulting gmbh,DE,niedersachsen,osnabruck
piaieme esports,PT,porto,
collider craftworks,AR,buenos aires,
balint analytics,,,
rhintos games,TN,,
punnu games,FI,,
fellow humans,US,vermont,burlington
chilligames,IR,,
spel hubben,SE,vasterbottens lan,backa
press start,,,
art-saga,UA,kyiv,
voiijer,US,california,san francisco
green games,IT,,
long night studios,BR,,
pvp tussle india,IN,uttar pradesh,lucknow
mandali games,IN,,
[sample text] studios ltd,NZ,auckland,
jam jar entertainment,BR,,
victorious demons,MA,casablanca-settat,
polargryph,GB,cornwall,penryn
darts games,AZ,goranboy,nizami
stolendale,GR,attiki,athens
birchbark games,,,
hivex llp,SG,central singapore,singapore
game factory,TR,istanbul,
cubidoo entertainment ug,DE,nordrhein-westfalen,hurth
drakewars,US,new york,new york
kittyinabox,IT,piedmont,torino
sysics studio,TN,şafāqis,sfax
atomic bombz,LB,beyrouth,beirut
fantasy teams challenge,DZ,algiers,
bohra games,IN,maharashtra,mumbai
studiotoki canada,CA,british columbia,vancouver
resolve esports,GB,london,london
leadion,IL,,
24play llc,,,
chennaigames,IN,,
uuvana studios,FI,uusimaa,espoo
夢幻互娛國際有限公司,,,
homo ludens,FR,ile-de-france,paris
mod4,IT,,
playtol,US,delaware,
revolt entertainment,,,
twistedred,US,delaware,new castle
hypercube gaming,AR,buenos aires,
everred games,,,
gcm: game community management,AU,victoria,south melbourne
tap4fun thailand,TH,,
binary mug,CL,santiago metropolitan,santiago
brain freezing,SE,saintckholm,
twyne,US,california,irvine
zero hour interactive,AU,,
metalife,IL,tel aviv,tel aviv-yafo
izidream,FR,provence-alpes-cote d'azur,eguilles
nirvana studio,IN,delhi,new delhi
ultimaplay,,,
heaven game studio,IR,khorasan-e razavi,mashhad
cg-mob,HK,central and western,hong kong
games & xr mitteldeutschland e.v.,DE,sachsen,leipzig
son studios,US,texas,austin
gaming house brasil,BR,rio de janeiro,rio de janeiro
mansion games,ES,,
3kings,BR,minas gerais,belo horizonte
octagon technologies,KE,nairobi area,nairobi
noway,IT,lombardia,milan
samustai,CY,limassol,limassol
ricci game,TR,istanbul,besiktas
arcanth,BR,maranhao,
round mouse,UA,kyyiv,kiev
crimson red studios,IN,kerala,
keka gaming,TR,istanbul,
settings games,TR,istanbul,istanbul
treesplease games,GB,greater london,london
captilight,US,florida,orlando
street cred,US,georgia,alpharetta
eternal group,ES,catalonia,mataro
gameboom vr,PL,,
jioka games,IT,lombardia,milan
dotfour games,TR,istanbul,
sooqista studios,KW,,
fractality,US,california,chino hills
bananagamestore.id,ID,yogyakarta,yogyakarta
cherit,NL,overijssel,nijverdal
yaw studios,BR,sao paulo,
smålands spelhall,SE,kronoberg,växjö
neoboid ab,SE,vastra gotaland,vastra frolunda
false prophet and the blood moons,PL,mazowieckie,warsaw
ingenious studios,RS,,
amilcar technologies,TN,tunis,tunis
supergaming,IN,maharashtra,pune
paraverse games,,,
snowball.gg,FR,auvergne-rhône-alpes,lyon
bameeka games,MY,sarawak,kuching
latam fx,,,
portugal iracing team,PT,lisbon,lisbon
branching narrative,GB,greater london,london
far owl studios,US,virginia,stafford
kabam montreal,CA,quebec,montreal
nova interactive studio,ES,madrid,madrid
the secret trail of moon,ES,madrid,madrid
trintendo,,,
apprend.ly,NO,akershus,
eteambrit,GB,surrey,cranleigh
binary zero,,,
cstudio,FR,île-de-france,gif-sur-yvette
define logic studios,GB,rotherham,wales
aftermoon softworks,US,california,palo alto
ditale games,TR,ankara,ankara
immortalpony,UA,,
samurai kitten studios,,,
limbheim - art outsourcing studio,RU,saint-petersburg,
white deer production ltd,GB,greater london,london
visiongame.cz,CZ,,
wild games,SE,,
gaming factory,MM,yangon,rangoon
dunn games llc,US,louisiana,new orleans
art bus studio,AM,yerevan,
mineplace,NL,noord-brabant,uden
big money labs,US,indiana,westfield
manc,TR,istanbul,umraniye
naccs,,,
eskimostudios,PT,leiria,
neo coliseum immersive reality sl,ES,valencia,sant joan d'alacant
bible bunco,,,
kalejump,,,
road burn games,AU,new south wales,sydney
soup games,TR,malatya,karakoy
koch media czechia / deep silver qa labs,CZ,olomoucky kraj,hodolany
seven squared,GB,greater london,london
trass games,,,
wellplayed,FR,occitanie,toulouse
wallride,US,minnesota,minneapolis
passport power,GB,london,london
microperts,PK,punjab,lahore
bonus stage publishing,FI,uusimaa,helsinki
gdd-rio,,,
glow up games,US,new york,brooklyn
unward games,IR,kordestan,khorasan
fragua games,ES,andalucia,granada
windswept interactive,SE,vaesterbotten,skellefteå
chroma pixel games,ZM,copperbelt,ndola
voice of gamers pvt ltd.,IN,maharashtra,mumbai
megaloot limited,,,
guariní esport,BR,parana,curitiba
arkapush,TN,tūnis,
gwando studio,IR,tehrān,
modern gaming intelligence,FR,ile-de-france,paris
bezenyo!™,US,new jersey,princeton
baka bros entertainment,US,washington,bellevue
oplite,FR,ile-de-france,jouy-en-josas
kitten studios,LK,western,
stowarzyszenie badania i rozwoju gier gameup,PL,dolnoslaskie,wroclaw
solarfall entertainment,US,texas,denton
estudio mauve,AR,buenos aires,
rockgame,PL,,
gombo game software,TR,ankara,çankaya
johana riquier,GB,brighton and hove,brighton
akademus esport,FR,hauts-de-france,lille
chxmpionchip,US,virginia,
mousetap,IN,gujarat,
lara game jam,VE,lara,barquisimeto
pokuch,TR,trabzon,
allware electronic sport club,FR,,
subversion rp,US,colorado,
criticalx esports private limited,IN,nct,new delhi
alfaondo games,TR,istanbul,
twin otter studios llc,US,texas,dallas
gamer cast,MX,mexico,
studio firefly,RO,cluj,cluj-napoca
espor corp,,,
alam digital,PK,punjab,
eracingtr,TR,istanbul,
stray bombay company,US,washington,seattle
ix gaming,US,california,palo alto
taap viet nam,VN,ha noi,
"big boot stoodts,bigbootstoodts.wixsite.com/capstone, llc",salt lake city
oyunla gelecek,TR,ankara,
flytoppilot,US,georgia,atlanta
chef game studio,TR,ankara,çankaya
erank play,ZA,western cape,cape town
"asociación de gamers,gamerson.org, desarrolladores y diseñadores de videojuegos de córdoba",cordoba
raytick,,,
nutfarm games,FI,uusimaa,tuusula
tienda kokiri,CL,,
sleepwalker dreams productions,FR,provence-alpes-cote d'azur,toulon
gamework studios,TR,istanbul,
skyfu games limited,CN,guangdong,shenzhen
obigin media labs,IN,telangana,hyderabad
ant11 fantasy games,IN,tamil nadu,chennai
ulka games limited,BD,dhaka,
fat familiar,,,
54 degrees north gaming,GB,,
hypemasters,US,delaware,dover
evernever games,US,california,redondo beach
gazi üniversitesi dijital oyun tasarımı topluluğu,TR,bitlis,besevler
evertale games,CA,ontario,ottawa
liga canaria de esports s.l.,ES,canarias,santa cruz de tenerife
scalewild,,,
gamelab inpt,MA,rabat-sale-zemmour-zaer,rabat
goodville,BY,,
nexon networks vina,VN,ho chi minh city,ho chi minh city
ace games,TR,istanbul,
decentral.games,CR,san jose,santa ana
ott infotech private limited,SG,,
loopgang studios,ES,madrid,madrid
nanofox mobile games,AR,buenos aires,
game on official,US,wisconsin,sheboygan
double punch,FR,ile-de-france,paris
dream universe games llc,,,
prove.gg,US,california,san francisco
hit box games,US,wyoming,sheridan
evil empire,FR,nouvelle-aquitaine,bordeaux
runapprun,,,
truplay,US,texas,austin
relog media,RS,,
gamity,AR,buenos aires,la plata
ir esports,IN,maharashtra,mumbai
star guard,NL,noord-holland,amsterdam
g-aim center,,,
madahead,IN,telangana,hyderabad
vintersaga,,,
justcreate,UA,,
fun storm studio,PK,punjab,lahore
master the meta,US,virginia,
transmission(s),FR,ile-de-france,paris
captureage,BE,antwerpen,mechelen
spektra games,TR,istanbul,zekeriyakoy
game box studios,PK,punjab,lahore
okron studio,US,pennsylvania,philadelphia
milkbubblesgames,GB,greater london,london
mp games,,,
dillo games,US,texas,cedar park
thunderpixel games,US,florida,orlando
clouded leopard entertainment inc,,,
silver rain games,GB,greater london,london
dizzy magnolia,US,north carolina,charlotte
bazooka tango,,,
phantasm entertainment,CA,saskatchewan,saskatoon
robot teddy,US,california,half moon bay
skade,NO,nordland fylke,mosjøen
киберспортивное запорожье,UA,,
olympus mons games,US,california,los angeles
cyberspline games inc.,CA,british columbia,vancouver
variant labs,US,california,foster city
affection games,TR,istanbul,
deep3dstudio,UA,kyiv,
cubeage,CN,,
gmw studio,ES,galicia,villagarcia de arosa
bapbap,CA,british columbia,vancouver
gzone media viet nam,VN,ha noi,hanoi
scuderia vedovellocittà,IT,lombardy,bergamo
"ningbo miaow network technology co.,,ltd",ningbo
puzzle1studio,KR,,
noshadow,BR,,
lich studios,SK,zilina,martin
gogallop studios,AU,victoria,melbourne
numskull games,GB,hertfordshire,welwyn garden city
nether lion studios,NL,,
team revived,IR,tehrān,
codesxpirit,PK,punjab,gujrat
moon star games,TR,istanbul,
redhead game society,DE,bayern,buchloe
tin can studio,FR,auvergne-rhône-alpes,lyon
magnogames,,,
thedollargamestore,ZA,,
"nextor co.,, ltd.",
pecking crow studio,FR,ile-de-france,paris
craic mods and gaming,US,kansas,basehor
codecrust,IN,chandigarh,
pakistan cyber gaming,PK,sindh,karachi
beatbotics,US,georgia,atlanta
trimera,DE,north rhine-westphalia,aachen
the x agency,ES,madrid,madrid
grabventas,VE,bolivar,
mad pumpkins,FR,ile-de-france,paris
game syndicate denmark,AU,western australia,denmark
team and target,TR,istanbul,
unicorn studio,HK,kwun tong,
wings interactive,SE,,
winterborn,US,washington,edmonds
hydlegion gaming,IN,tamil nadu,chennai
myotix,,,
nice1 foundation,EE,hiiumaa,harju
blackwater interactive,,,
everplay games,AE,dubai,
pue-tsuâ game,TW,taiwan,
tapnation,FR,ile-de-france,paris
yanka games,,,
speed 4k it,US,california,
rb rechtsbijstand,NL,limburg,haag
threshold games,US,washington,seattle
smilegate barcelona,ES,,
gamearound,GB,greater london,london
game bite studio,PK,punjab,rawalpindi
modstorm,,,
complexo paulista,,,
qedized games,CA,ontario,kitchener
ludolab,,,
rummynation,IN,,
pk gaming technologies,PK,punjab,bahawalpur
gamerclub,GB,cardiff,
psycraft,DE,hamburg,
redruby studio,TR,istanbul,
"virtual reload,virtualreload.com, llc",greenville
gamebake,GB,london,london
seastudios,BR,,
ytm ventures,IL,tel aviv,
viraland studio,IR,yazd,yazd
food for thought media,DE,berlin,berlin
peranix,,,
atlética redentorianos de e-sports,BR,rio de janeiro,itaperuna
luna studios - indie game studio,PK,punjab,
embers,FR,grand est,strasbourg
valkyrie esports,MX,jalisco,guadalajara
estanbul esports and gaming center,TR,istanbul,
vision 4 fun,TR,istanbul,
drop games,US,new york,new york
notable games,IL,tel aviv,ramat gan
skorpio interactive ltd.,,,
i̇tü espor kulübü,TR,manisa,golmarmara
hydro esports,,,
gaming origins,QA,,
"vankrupt games,vankrupt.com, inc",vancouver
army of fortune,GB,greater london,london
skillsports llc,US,nevada,las vegas
norian games,IN,kerala,mavelikara
propads.gg,DE,niedersachsen,neu wulmstorf
landania - fm2 network gmbh,AT,saintria,graz
evil geometry,MX,michoacan,
accuworkz,GB,greater london,london
tinker troupe llc,US,south dakota,
astrogames.co,IN,karnataka,bengaluru
picnic tube studio,TR,kocaeli,karamursel
unseen interactive,FR,ile-de-france,paris
anonymous esports,IT,,
bde gaming campus,FR,,
auxuman,,,
continuumxr,,,
thunderful group,SE,vastra gotaland,goteborg
hellshark games,US,oregon,portland
mehen games,RU,moscow,
zig trinity inc.,CA,ontario,toronto
cruiser games studio,TR,istanbul,
runescape 07 gold,CA,ontario,toronto
mondobox,US,california,oakland
prime peaks,LV,sigulda,
dragonroll studio,BR,sao paulo,
hyperlab,TR,istanbul,
fundreamstudios,TR,istanbul,
retro gaming,AU,new south wales,sydney
eterial gaming,FR,ile-de-france,paris
odd arcade,US,tennessee,chattanooga
vawraek studio,TR,istanbul,
gen games,US,illinois,normal
anastasia interactive,IN,gujarat,anand
playstel,TR,antalya,alanya
payday fantasy,US,california,los angeles
ouroboros development,BR,,
arenna,BR,sao paulo,
insert coin podcast,RS,central serbia,belgrade
noctua games,,,
neverest esports,BR,sao paulo,
"4th eye gbr mit maximilian mühlfeld,4theye.de, patrick thimm",leipzig
i and others,TR,duzce,
maxplaygames,IN,telangana,hyderabad
microtaur,PL,lesser poland voivodeship,kraków
open game studio,US,texas,new braunfels
nexal gaming,NG,rivers state,port harcourt
black phoenix games,SE,saintckholm,stockholm
enduring games,US,texas,austin
the glory society,US,pennsylvania,pittsburgh
game dragons,GB,,
neopolis game,FR,auvergne-rhône-alpes,lyon
naavik mobile games consulting,DE,nordrhein-westfalen,cologne
red riptide,US,nevada,las vegas
national gaming league - ngl,ES,catalonia,barcelona
volt games,PT,lisbon,lisbon
team bliss esports,AU,queensland,coopers plains
jurassic games,,,
株式会社6699,JP,,
gmind,,,
gamifier,SA,ar riyāḑ,riyadh
madrabbit,UA,,
uvula llc,US,california,san francisco
omnio games,TR,istanbul,
brooklan,US,new york,brooklyn
wirecorp studios,IN,,
crowd 1 euro income,ZA,western cape,cape town
manaworks,US,washington,bellevue
bielefeld esports e.v.,DE,,
conreality,HK,central and western,hong kong
paralives studio,CA,quebec,montreal
sofi mobi tech limited,HK,central and western,hong kong
enjoy gaming,MX,mexico,
aethra esports,NL,friesland,sumar
dodo game,TR,istanbul,
thunder and zen entertainment,,,
freeverse.io,ES,catalonia,barcelona
the iterative collective,SG,central singapore,singapore
esportfield,PL,podkarpackie,rzeszow
wildmeta,GB,england,london
the nemesis,CH,,
nahar entertainment,,,
gamemaker turkey,TR,istanbul,
idos games,KZ,almaty qalasy,almaty
tilt gaming,FR,ile-de-france,paris
bigpogo games,TR,istanbul,
teta games,TR,,
footyfoot mg,FR,ile-de-france,paris
giiku games gmbh,DE,bayern,rosenheim
five more minutes games,,,
immoception gmbh,AT,lower austria,schwechat
inkos games,UA,kharkiv,kharkiv
player1 gaming zone,LK,western,avissawella
griever games,,,
nox esports,GB,greater london,london
flipper vr,FR,occitanie,tarbes
impact games,SK,,
lucky pentagon,LB,,
second legion studios,US,georgia,atlanta
moon mode,,,
üniversite espor birliği,TR,ankara,çankaya
grow in games studio,,,
galore interactive llc,US,georgia,acworth
reverie games,,,
midquest games,EE,hiiumaa,harju
kayfo game studio,SN,dakar,
redcell games inc,CA,british columbia,vancouver
studio gg brothers,CO,tolima,valle
vulpini studio,BR,,
dorudon games,,,
carbon counts,US,massachusetts,cambridge
esports capital corp.,,,
gamotions,ID,jakarta,jakarta
i see apps,GB,greater london,london
geogames,PL,warminsko-mazurskie,olsztyn
level esports,,,
hzf –– gamedev outsourcing agency,UA,kyiv,
bandai namco mobile,ES,catalonia,barcelona
