name,country_iso2,region,locality
eye bags studio,IT,piedmont,torino
spokko,PL,,
africa esports championship,KE,nairobi area,nairobi
lgnd,CA,british columbia,vancouver
bootjet games studio,CA,quebec,montreal
dreamverse,IN,karnataka,bengaluru
bxdxo | marketing services,DE,hesse,bad homburg
aekka creation,IN,gujarat,gandhinagar
virtual arena gaming lounge,IN,kerala,
bad dream games,US,california,los angeles
bardsley creative,NZ,waikato,hamilton
turboplay,CA,new brunswick,fredericton
stichting gamelab oost,NL,overijssel,enschede
barnaque,CA,quebec,montreal
moon control studio,US,pennsylvania,philadelphia
classy bogan studios,AU,south australia,adelaide
cloisters,TW,,
dixper,ES,madrid,
gunstone studios,SV,san salvador,san salvador
rune,US,california,san francisco
netgen esports,BE,,
creativeart games,TR,ankara,çankaya
pixi gaming,IL,,
davy digital llc,US,colorado,golden
jurassic sunset games,US,florida,west palm beach
ponyom games,TR,istanbul,istanbul
team ase,FR,nouvelle-aquitaine,bordeaux
asociación de clubes de esports,ES,andalucia,malaga
pandapus,GB,cheshire,cheshire
8 byte technology inc.,US,texas,cedar park
global egamer,US,new york,new york
play holding,US,new york,new york
underground studio,PK,punjab,
sonamu games llc,US,,
tobspr games,DE,,
forgotten isle studios,AU,tasmania,hobart
braintreehouse,US,utah,lindon
ohm games,FR,ile-de-france,paris
crouchjump.com,US,texas,houston
captiveplay llc,US,california,irvine
levels&bosses,US,florida,miami
drf,US,california,san francisco
sixsense studios,AU,new south wales,sydney
not chicken games,AU,western australia,nedlands
red light game studios,TR,izmir,karsiyaka
esports scotland,GB,,
cis esports,UA,kharkiv,
monash esports club,MY,selangor,subang jaya
perfectly imperfect productions™,US,california,long beach
talisman.games,NL,,
lanslot,FR,ile-de-france,paris
gamedex,SG,,
polker,MT,il-gżira,gzira
bgi / national videogame museum,GB,north yorkshire,yorkshire
brasil capital roleplay,BR,,
"indiestorm,indiestorm.io, inc",los angeles
hinge games,CA,quebec,montreal
hunt the night,ES,andalusia,jaén
magnetic arcade,GB,england,london
arkadia studio,YE,,
mutant arm studios,US,oregon,bend
shifting tides,GB,london,london
guideofgamedev,IN,,
dr. bloc,US,ohio,lakewood
raskulls game studio,EG,cairo,
maliw digital studios inc.,PH,metro manila,pasig city
ion,ES,madrid,madrid
vr-hut,BE,,
luna 1 studio,ES,,
kagura games llc,US,california,san jose
tara game studios pvt ltd,IN,telangana,hyderabad
from ashes oy,FI,southern finland,espoo
little beavers games,CA,quebec,montreal
fizzy digital,AU,western australia,perth
cryptofighters,GB,london,london
games right meow,US,wisconsin,madison
stigma esports limited,GB,nottinghamshire,
loudcake,CZ,praha,prague
dreamplant studio,PL,kujawsko-pomorskie,
techmazia,PK,punjab,rawalpindi
philly esports,US,pennsylvania,philadelphia
rebel camp games,BE,flanders,geel
ludare games group,CA,british columbia,vancouver
moraplay,KR,seoul,
apocalypse studios inc.,CA,ontario,st. catharines
scoresaber,AU,victoria,
all pixels by streamline,MY,kuala lumpur,
larsonsoft,US,tennessee,spring hill
stl code club,CA,quebec,montreal
pixune studios,PL,,
sill grafik,DK,midtjylland,grenaa
really ragdoll,US,washington,seattle
shadow shrimp studio,US,indiana,bloomington
dokai,NL,north brabant,tilburg
esport club strasbourg,FR,grand est,strasbourg
pixelheart,FR,provence-alpes-cote d'azur,marseille
unreal interactive,BY,,
roleever,IT,emilia-romagna,bologna
voxpop games,US,new york,brooklyn
projectmax,ID,jakarta,
argonwood,DE,nordrhein-westfalen,cologne
crazy world digital,CN,sichuan,chengdu
riimu games,FI,,
nusakanstudio,ES,andalucia,sevilla
projectklowd game studios,GB,dorset,weymouth
mad controller games,ES,madrid,
harbee studios,GB,surrey,guildford
z3 bros studio,GB,england,london
matryoshka games,RU,,
sfl interactive,FR,ile-de-france,paris
fruitlab media limited,GB,london,london
not a company,BE,,
code ninjas - chanhassen,US,minnesota,chanhassen
antler studios,GB,,
beehive games,GB,greater london,london
cash live entertainment inc,CA,british columbia,vancouver
pokersd.com,IN,delhi,delhi
flamingo game studio,TR,,
tentworks interactive,IN,karnataka,bengaluru
hotreload,ES,canary islands,santa cruz de tenerife
the eccentric ape,AU,queensland,brisbane
dead rabbits club,ES,madrid,
garage51 entertainment,ES,catalonia,barcelona
wanted games,UA,kyiv city,
simtek game development,US,virginia,herndon
pixodust,BR,sao paulo,coutinho
rock bunny games,US,florida,
vertexbee studios,BG,sofia,
dragonclaw studios,US,pennsylvania,jeannette
gaming-grounds.de – das spielemagazin,DE,niedersachsen,wittmar
twizard game studio,PK,punjab,panjab
streamline games,MY,kuala lumpur,
gamico inc.,HK,central and western,hong kong
declutter™,PK,punjab,lahore
triple e game limited,CN,beijing,beijing
bombus,KR,seoul,
ultimate studio,AU,,
acceleratxr,US,florida,orlando
armoured beans,AU,new south wales,sydney
tap4fun paris studio,FR,ile-de-france,paris
donkey crew,PL,dolnoslaskie,wroclaw
spqr brasil team,BR,sao paulo,
vedia games,SI,škofja loka,
pathfinders studio,AR,buenos aires,
molotov estúdios,BR,,
ikimasho,FR,ile-de-france,paris
awsming minería,CA,ontario,toronto
it is the end ltd,GB,brighton and hove,brighton
block & chain game studios,US,texas,friendswood
fortitude games,GB,surrey,guildford
neo interactive,US,michigan,detroit
monster crossing studio,BR,,
homeward studios,US,virginia,lynchburg
playerlands,GB,derby,
anjekumi,US,california,los angeles
team bizz,ES,catalonia,gerona
x world games,SG,central singapore,singapore
ramen profitable games,ES,andalucia,sevilla
pinched,US,california,stanford
enfotrix (pvt.) ltd.,PK,punjab,sargodha
joyteam,BY,,
lmxesport,FR,ile-de-france,saint-germain-en-laye
windwalk games,US,california,san francisco
brown van wickle,US,new jersey,borough of freehold
sidequest software,NZ,auckland,auckland
group 6 studios,US,oregon,corvallis
red fog,US,illinois,chicago
main loop videogames s.l.,ES,basque country,bilbao
hoodie games,RO,buzau,fundeni
totem time,IL,,
blastproof games,RO,bucuresti,bucharest
salty wound,FR,provence-alpes-cote d'azur,marseille
gyro interactive,US,new york,albany
"outnumbered games,outnumbered.games, inc.",san francisco
computer games,ES,madrid,madrid
neurogaming,CY,,
"dead monkey,deadmonkey.co, inc",barranquilla
gport,IR,tehran,teheran
mad hook,JO,amman,amman
handsome devil studios,GB,cornwall,falmouth
satoshis games inc.,US,california,san francisco
fractal fall,ES,madrid,
nivel20,ES,madrid,
psycat games,AT,saintria,graz
kluster games,FR,hauts-de-france,lille
aipo digital,BR,,
pocketful of quarters,US,connecticut,greenwich
insert dragon here,AU,,
pokerwars.io,GB,england,london
udegames,MX,jalisco,guadalajara
minecraftaso,EC,,
kobgames studios,IL,,
"arvisl future,arvislfuture.com, inc",miami
hack the publisher,EE,harjumaa,tallinn
arena stream,RU,moscow,moscow
hypnotic ants,PL,mazowieckie,radom
dalak games,TR,ankara,çankaya
singularity 6,US,california,los angeles
pandora entertainment,TR,istanbul,umraniye
firescore interactive,IN,maharashtra,mumbai
zcooly,SE,,
sleipner games,SE,saintckholm,
matrioshka games,US,pennsylvania,philadelphia
games industry fpl,GB,sheffield,
quokka,TN,,
oio games,TR,i̇zmir,
spearmint games,IN,kerala,kochi
falixnodes,GB,greater london,london
exalty,FR,,
the initiative,US,california,santa monica
virtuverse,SE,vastra gotaland,goteborg
code.dk,DK,north denmark,aalborg
monarchy media,US,california,lake forest
vers interactive,GB,,
hodl street,AU,victoria,south yarra
finely tempered games,CA,ontario,oshawa
metizport,NO,more og romsdal,
president studio sp. z o.o.,PL,,
rgk e-sports,BR,sao paulo,
x-flow,CY,larnaka,larnaca
fakto studios,ES,madrid,
navegames,BR,rio de janeiro,rio de janeiro
mancave esport,ZA,kwazulu-natal,pietermaritzburg
scrnprnt,CA,british columbia,vancouver
console gaming league,US,texas,dallas
black tower,RU,saint petersburg city,saint petersburg
elevation3d studio,UA,,
total gaming private limited,LK,western,colombo
grimtalin,RO,iasi,iasi
cyberdeck tcg,IT,lombardia,milan
anu company,TR,istanbul,
ggleagues,US,illinois,chicago
towards stars,ES,murcia,murcia
winstrike,RU,moscow city,moscow
infrared games,GB,england,london
exercitus holding,SE,hallands lan,fjaras
enoxia esport,FR,provence-alpes-cote d'azur,marignane
"double jump.tokyo,doublejump.tokyo, inc.",tokyo
smokestab,DE,baden-wurttemberg,bruchsal
lunar mare studio,US,texas,austin
2b games,PL,silesia,bielsko-biala
cultura del videojuego,ES,,
candivore,IL,,
ez meta web,FR,ile-de-france,limeil-brevannes
armada studios,US,new york,
token interactive,US,new york,new york
astral clocktower studios,US,pennsylvania,mount joy
os studios,US,new york,
trigon-art,DE,schleswig-holstein,garstedt
treasure hunters,CH,jura,rossemaison
team slick,LU,,
tdfp,FR,bretagne,mordelles
tilted windmill games,US,california,los angeles
hightech-computers,GB,lancashire,burnley
exultant games,US,new jersey,flemington
merfolk games,HK,central and western,hong kong
the breach studios,ES,catalonia,barcelona
rendan game studio,IR,tehran,teheran
nations original,PL,dolnoslaskie,wroclaw
odical,IN,delhi,new delhi
corbax studio,RU,,
walga.be,BE,wallonia,mons
rankup,FR,,
hench & scrap foundry,AU,,
red9,US,texas,austin
tako studio,FR,ile-de-france,vincennes
purple lamp studios,AT,wien,vienna
vrombr,FR,auvergne-rhône-alpes,lyon
project dark water,CA,british columbia,victoria
sapphire tales entertainment ltd.,GB,,
tara gaming,ES,,
quantum games,TW,taiwan,taipei
alpha channel,CA,ontario,toronto
starward industries,PL,malopolskie,cracow
cudos,GB,,
wolfjaw studios,US,new york,troy
dogged,PL,,
significant gravitas,GB,midlothian,
tap anywhere,PL,,
"reboot arcade,rebootarcade.weebly.com, llc",salt lake city
mindhunter games technologies pvt. ltd.,IN,maharashtra,pune
justice esports,AU,new south wales,glenhaven
finôla,CA,quebec,montreal
gamergreatness,IN,madhya pradesh,indore
orpheus technodelics,US,texas,austin
webble games,NL,,
mythra tech,TR,trabzon,alsancak
"sleeping cat,sleepingcatgames.com, llc",austin
coherence,SE,skåne,
the fifa esporter,ES,valencia,alicante
3k elo,FR,ile-de-france,paris
bindy street,GB,england,london
better. gaming agency,PL,,
bit hit,BR,rio grande do sul,ijui
novos,IL,tel aviv,tel aviv-yafo
maxgaming,IR,tehrān,
nest game studio,BR,,
onemoregame.studio,PL,,
robi studios,AR,cordoba,cordoba
draftbuff,US,california,berkeley
vertcolor,MX,nuevo leon,china
forte,US,california,san francisco
shield esport,FR,,
flat wombat studios,AU,,
scythe dev team,US,arizona,peoria
frostfire sdn bhd,MY,selangor,
squirrel bytes,ES,catalonia,hospitalet de llobregat
ubisoft saguenay,CA,quebec,chicoutimi
kavalri games,SE,,
desert gaming league,EG,,
emergent vr encounter,US,texas,spring
black engine games,US,california,cathedral city
behind games,FI,uusimaa,helsinki
decadecimal,GB,nottingham,nottingham
dreamstorm studios,PL,silesia,gliwice
aphwstudios,CL,,
udream entertainment,SG,central singapore,singapore
"遊戲大麥股份有限公司gamebarley co.,barley.games,ltd.",taipei
vsports,US,nebraska,omaha
humble fox studios,IN,,
game brain - the serious games division of amuzo,GB,dorset,
cuatro monos games,ES,madrid,madrid
hezartoo game studio,IR,tehrān,
cosmic brew studios,AR,buenos aires,
goplay,US,tennessee,nashville
izysoft inc.,TR,istanbul,maslak
streakers gaming inc.,CA,ontario,mississauga
medipol university digital games and e-sports club,TR,istanbul,
nightbloomer studio,FR,ile-de-france,montreuil
gcml resources inc.,PH,manila,manila
ghost creative studio,AR,entre rios,parana
sindria world,NL,utrecht,
ziim,ES,,
attract mode agency,DE,bavaria,munich
national student esports,GB,england,london
otterways,FR,occitanie,mercuès
arcaden,SG,central singapore,singapore
don't look,US,north carolina,roanoke rapids
onitron studio,FR,ile-de-france,paris
gamercraft,US,massachusetts,boston
esports faction,MU,port louis,port louis
raviolstation,AR,buenos aires,
dstadia,GB,england,london
ctrlight,ES,catalonia,barcelona
avignon université esport club,FR,provence-alpes-cote d'azur,avignon
vary real technologies,CA,nova scotia,halifax
tales,US,california,san francisco
fourth kin game studios,US,california,laguna beach
unicorn pirates studio,FI,southern finland,helsinki
new level recruiting,US,california,los angeles
cacareco,BR,sao paulo,
zenida studios,IN,uttarakhand,
driving force games,FR,ile-de-france,neuilly-sur-seine
bluecurse,CA,british columbia,surrey
black sail games,PL,mazowieckie,warsaw
defiduel,US,arkansas,little rock
pile up,FR,nouvelle-aquitaine,angoulême
aen studios,PK,islamabad,
playntrade panamá,PA,panama,panama
xplayn.com,US,delaware,camden
xisle games limited,GB,staffordshire,stafford
femdevsperu,PE,lima,
playarone,NG,lagos,
evionrp,IL,tel aviv,tel aviv-yafo
rankone global,SE,,
worldopoly,CH,obwalden,sarnen
moonday games,PL,greater poland,środa wielkopolska
modl.ai,DK,capital region,copenhagen
terrae,AR,buenos aires,
oyunone.com,TR,afyonkarahisar,
iprism,IN,nct,new delhi
brutiful games,US,texas,dallas
sky riders,IR,tehran,teheran
goalwardapp,US,california,los angeles
freesphere entertainment ltd,GB,cheshire,cheshire
dinomao,SG,central singapore,singapore
bora ecosystem,SG,,
google stadia,US,california,
yile technology 弈樂科技,TW,t'ai-wan,taichung
indiefist,ES,valencia,valencia
lazymonks entertainment private limited,IN,rajasthan,
asd 123,GB,greater london,london
apex arena,MM,yangon,rangoon
last qubit,PL,mazovia,grodzisk mazowiecki
donut lab,US,california,san francisco
northern lights entertainment,FR,ile-de-france,paris
tactile games (uk),GB,derbyshire,
visca es pixel,ES,,
patika games llc,US,california,san francisco
tops group,IR,tehrān,
rifraf games,US,new york,brooklyn
ready player services,GB,,
lovepunch team,ES,madrid,madrid
dimension11 games,NG,,
magicvoice.io,GB,,
blackbox studios,GB,warwickshire,
awayzen studio,TN,tunis,tunis
fracture labs,EE,hiiumaa,harju
woodvision,DE,saxony,dresden
tychus,US,california,san diego
meddling kids,US,texas,fort worth
"retrosoft studios,retrosoftstudios.com, llc",collegeville
futr//sports,GB,greater london,london
walternate realities,US,california,san carlos
piik games,CA,british columbia,vancouver
novity,GB,manchester,manchester
contra concept,CZ,praha,prague
esportstravels,PA,panama,panama
open house games,ES,catalonia,barcelona
team picks,DK,,
ananda digital technologies b.v.,NL,north holland,amsterdam
barking deer entertainment,IN,meghalaya,shillong
rm2 digital,CO,antioquia,medellin
sensiga,GB,east sussex,
ingame,ES,valencia,valencia
stockholm syndrome.ai,CA,quebec,montreal
mistale studio,FR,provence-alpes-cote d'azur,aix-en-provence
torquesim,US,michigan,ann arbor
crackedcubes ltd,GB,england,london
4crows digital,ID,east java,malang
doğuş üniversitesi espor kulübü,TR,istanbul,
the brave jnr,GB,,
rng party games,US,indiana,bloomington
land & sea,GB,,
digital-pen,EG,cairo,
play of battle,PL,łódź voivodeship,łódź
fire game studios,BR,rio de janeiro,rio de janeiro
visión expresiva studio,VE,lara,barquisimeto
gameclub,US,new york,new york
spaghetti games nl,NL,,
last boss studio,ID,west java,bandung
dreamaker digital studios,BR,,
videoxogo.gal,ES,galicia,a coruna
teporingosgames,MX,,
trigger the monster,ES,catalonia,barcelona
quasi llc,US,california,san francisco
vlg publishing,IT,lombardia,milan
redmanta llc,US,california,san mateo
z's laboratories,BH,,
h6n technologies,US,michigan,ann arbor
aizonberg,MA,rabat-salé-kénitra,rabat
offer games,GB,wirral,wirral
valhalla esports,ES,,
cute,BD,rajshahi division,natore
44 seconds esports,CL,santiago metropolitan,santiago
lav games,RS,,
shape-shift,DE,hamburg,hamburg
isekai entertainment,US,washington,bellevue
project limbus,NZ,,
polyflame,AU,,
negative entropy studios,IN,gujarat,rajkot
virtue gaming uk,GB,kent,
simracing motorsport agency,SG,central singapore,singapore
sport and financial limited,GB,greater london,london
playtracker,HR,grad zagreb,zagreb
aden games,TR,istanbul,
graewolv,SE,,
winkel games,GB,england,london
studio vision,GB,,
far frontier studios,US,oregon,portland
arctic frost studios limited,GB,derbyshire,
crazy crew,ES,castellon,
esa - esportovní studentská asociace,CZ,pardubicky kraj,pardubicky
bugbomb,PL,kujawsko-pomorskie,torun
vincell studios pvt ltd,IN,karnataka,bengaluru
doppio games,PT,lisbon,
elo games,DE,bavaria,bayern
critical hit games,PL,lower silesia,wrocław
phezos,HR,osjecko-baranjska,osijek
sica games,ES,catalonia,sabadell
misfit studios llc,US,illinois,belleville
active floor nl,NL,south holland,rotterdam
eurigs,CZ,praha,
sentinel interactive,FR,île-de-france,nesles-la-vallée
flex-arcade,FR,ile-de-france,boulogne-billancourt
dalukwa,US,new york,new york
1336 studios,US,north carolina,apex
esports.com,DE,bayern,unterfohring
hutlihut games,DK,,
tricycle games inc.,CA,british columbia,burnaby
spear interactive,CA,ontario,hamilton
aimọ tech,BR,bahia,
moravia games,CZ,olomoucky,olomouc
room 8 group,CY,limassol,
noho,TR,istanbul,istanbul
靄moya horror,JP,tokyo,tokyo
atomic lollypop,US,california,newport beach
indiepump,GR,attiki,athens
fokus clan,CH,,
layonn souza,BR,bahia,feira de santana
sue the real,BR,,
gamesmrkt,TR,mersin,
gamingexpert,GB,renfrewshire,georgetown
lyse foundation,IT,lombardia,milan
asociación nacional de fútbol virtual chile,CL,,
triple hey!,CA,quebec,montreal
crypto gamers community,IL,,
tater games,SK,,
dojo wrld.,US,texas,dallas
qualitas global services b.v.,NL,,
ink to pixels,DK,north denmark,aalborg
activit-e,BE,namur,andenne
playin games technologies pvt ltd,IN,karnataka,bengaluru
iolacorp,FR,occitanie,toulouse
grx game studio ltd,FI,uusimaa,helsinki
latam pro,AR,buenos aires,
2sgamix,IN,uttar pradesh,noida
overactive media group,CA,ontario,toronto
second dinner,US,california,irvine
gameup,DE,berlin,
ribera.studio,GB,london,london
mc games studios,TR,,
axie infinity,VN,ho chi minh city,
nevildex,BY,,
emitters,PT,faro,
urnique studio,TH,bangkok,bangkok
cast n play,MX,mexico city,mexico city
heroes 4 heroes studio,BR,minas gerais,belo horizonte
tranquility gaming,CA,ontario,hamilton
madkev studio,US,california,los angeles
sand forge games,KW,hawalli,
moonatik ltd.,GB,,
team halfbeard,LV,,
r3d.city,AU,new south wales,sydney
snowball games,BR,sao paulo,macedonia
rpg republic,KR,,
streamloots,US,california,san mateo
clay token,US,washington,seattle
hakl sport,HR,grad zagreb,zagreb
one x wear,FR,ile-de-france,les-loges-en-josas
narc,MT,,
skytear games,IT,emilia-romagna,modena
red games co.,US,california,
"light mynd,lightmynd.com, llc",sioux city
loot.game,FR,hérault,montpellier
dragon attack studios,US,oregon,hillsboro
fragbox gaming,CH,vaud,lausanne
sky games studio,VN,ha noi,
tree branch,SE,,
e-spor.com,TR,istanbul,
cyclone studios,GB,,
nightfall code,ES,madrid,
press fire games,BY,,
studio billion,TR,istanbul,kagithane
into games,GB,,
introverted pixel,AU,new south wales,sydney
ako studio,CA,quebec,montreal
global game agency,TR,istanbul,
chumpette visual,US,washington,seattle
gx studios,IN,kerala,
nemezis games,US,new york,new york
pt. alpha indo soft,ID,jakarta,
habby,SG,central singapore,singapore
reboot game studios,IN,haryana,gurgaon
hound picked games,GB,,
nifty games,US,california,lafayette
estorm esports,MX,mexico,
megadodo simulation games,SG,central singapore,singapore
creative digital lab,TN,,
supercode games,IN,telangana,hyderabad
primeta games,BY,,
hwaet,US,new york,pleasantville
infinity studio,PK,punjab,lahore
quasistudio,HR,grad zagreb,zagreb
baltaxe studios.,TR,i̇zmir,
brainfunc,IN,maharashtra,pune
kaeo,FR,aquitaine,bordeaux
minevictus,NL,utrecht,amersfoort
cometa games,MX,yucatan,merida
fiber games,TR,,
no limit games,CH,geneva,corsier
g-tech atolye,TR,istanbul,istanbul
maker fiesta,US,california,los gatos
tallyup!,US,california,los angeles
storymode llc,BY,minsk,minsk
cologne game haus,DE,north rhine-westphalia,cologne
kuwala,CL,santiago metropolitan,santiago
bonehead games,CA,ontario,london
strawchild games,US,texas,austin
hoard,DK,,
zest editions,GB,,
pandaria esport,FR,nouvelle-aquitaine,bègles
ironbridge 1779,CA,alberta,calgary
x2 games,CA,ontario,toronto
super smash bros. ultimate,JP,kyoto,kioto
blackchiligoat studio,ES,madrid,madrid
the gaming project,IN,delhi,new delhi
tocapp games sl,ES,castellon,
hackshield future cyber heroes,NL,noord-holland,amsterdam
gamervw,GB,,
"stencil,stencil.ltd, ltd.",san francisco
audio creatures,DE,berlin,
business corp. incorporated,CA,quebec,montreal
graffiti games,US,california,los angeles
liga gg,BR,,
lootbear,IL,,
dark age studios,GB,london,london
lewk inc.,PT,lisbon,lisbon
unboxed experience,IL,jerusalem,
raylib technologies,ES,catalonia,barcelona
armaga vr,US,illinois,chicago
rt game audio,CA,quebec,montreal
prime cut games,PT,lisbon,lisbon
flashe gaming group,SE,östergötland,linköping
zênite game studio,BR,rio grande do sul,campo bom
crānio labs,BR,federal district,
playquantum,RU,moscow city,moscow
bremen esports e.v.,DE,bremen,
wooden monkeys,RU,moscow,moscow
black dragon studios,GB,rotherham,wales
leaping games,US,florida,okeechobee
zaybe company,FR,,
not-so classic games,US,georgia,forsyth
takahouse,SA,ar riyāḑ,riyadh
tenjet games,ES,madrid,
long story studios,US,california,la jolla
redback games,AU,,
qyjo pvt. ltd.,IN,telangana,hyderabad
gamebreaking studios,US,california,los angeles
gamehub,ZA,western cape,cape town
rapptr std.,MX,mexico,
metal heart game studios,PK,,
kwanami,ES,catalonia,sabadell
nooboss,BR,rio de janeiro,
banana interactive,CN,shanghai,
vr studio games,US,new york,new york
maladiv studio,CA,quebec,
nintend'oz,FR,auvergne-rhône-alpes,thonon-les-bains
shuttle studio,IT,lombardia,milan
m11 studio,TR,kocaeli,izmit
gge bv,NL,utrecht,
conx studios,US,south carolina,
gamesquare,ES,,
"winwinmedia co.,winwinmedia.mobi, ltd",singapore
team wiby,AU,queensland,brisbane
firebyte games,RO,cluj,cluj-napoca
women in games italia,IT,latium,rome
room indie studio,BR,sao paulo,sorocaba
aldora games,ES,andalucia,malaga
black hole games,BR,piauí,
ugood,ES,catalonia,barcelona
lootcopter game studio,TR,istanbul,esenler
knock knock,US,california,san francisco
ice gaming group,PT,lisbon,lisbon
satus group ltd,GB,durham,durham
croxel studios,ES,andalucia,sevilla
dummy games studio,BR,,
vambrace studios,BG,sofia,
forested,HU,budapest,budapest
octato,DK,,
delusion gaming,IL,tel aviv,tel aviv-yafo
drawing code,ES,catalonia,olot
ncore games,IN,karnataka,bengaluru
nosoysauce games oü,EE,harjumaa,tallinn
gnatbyte software ltd,GB,london,london
nerd ninjas,US,washington,spokane
atlantic games,RU,kurgan,kurgan
gamingbuddy,DK,capital region,frederiksberg
pixel flipper s.a.,PL,,
craftis legacy,US,rhode island,north providence
xgame studio,VN,ha noi,
90splay,LK,western,colombo
cal women in gaming,US,california,berkeley
team serpico,BY,minsk,
moonshine studios,GB,cornwall,falmouth
vpl global ltd,GB,,
salty panda studios ug,DE,north rhine-westphalia,krefeld
kreeda,US,california,cupertino
nin-ja company,JP,,
skeb studios,TR,istanbul,besiktas
grosse caisse production,FR,bourgogne,dijon
mecha weka,NZ,auckland,
arcanforge,US,california,riverside
alko soft,TR,,
legion gaming studios,US,california,los angeles
luda as,NO,oslo,
gaming house,IN,maharashtra,mumbai
pulse gaming agency,FR,limousin,bretagne
wily pumpkin ltd,TR,ankara,ankara
aether united,US,california,san francisco
"fairplay studios co.,fairplaystudios.net, ltd",
puzzlemove inc,US,california,san diego
team bh,CA,quebec,
narenjo games,FR,grand est,strasbourg
akolyte,GB,greater london,london
fork rim games,US,texas,red rock
initiative media llc,JP,,
mces,FR,provence-alpes-cote d'azur,marseille
outlier games,IE,dublin,dublin
cryptomeca,IM,douglas,douglas
metric empire,CA,quebec,montreal
red mass studio,ES,madrid,
gamedevct,US,connecticut,new haven
the bob games,TR,istanbul,besiktas
skive studios,IN,karnataka,bengaluru
alchemy interactive,CA,alberta,stony plain
god of games,ES,andalucia,malaga
zindhu,TR,istanbul,
xhinobi,MY,kuala lumpur,
ievo,UA,kyiv,
kaffa game,TR,istanbul,
supergaming,IL,haifa,hadera
hyperion studio limited,GB,london,london
worldopo,LI,vaduz,
button down studios,PK,punjab,hafizabad
isas videogames academy,IT,piedmont,stato
gd entertainment,HR,,
ficus lab,AU,,
military gaming league,US,california,winchester
atomicorn,FR,ile-de-france,paris
reboot gaming br,BR,sao paulo,
modern technologies,PK,punjab,multan
pushagames.com,IT,,
spektate,US,california,san francisco
surfside 3d,RU,,
andura studio,BR,sao paulo,
woodge,PL,zachodniopomorskie,pomorskie
nevermind gamestudio,FR,pays de la loire,nantes
totality corp,IN,delhi,delhi
hungarian esports federation - hunesz,HU,pest,
expansion new zealand,NZ,wellington,
"tlm partners,tlmpartners.com, inc.",irvine
seis dorans,BR,santa catarina,florianópolis
kinox studios,US,texas,austin
crypto esports,GB,,
geofrog,AU,victoria,south melbourne
team panoptes,BE,brussels hoofdstedelijk gewest,brussels
wervr studio,IL,,
bossmode games ltd,GB,london,london
good life games,GI,,gibraltar
trioverse gaming,DK,capital region,måløv
luck reserve,CA,ontario,toronto
yohoho games,RU,,
tiny tactics,IN,telangana,hyderabad
dragonborn esport,SE,halland,kungsbacka
trade arcade,US,texas,plano
homewreckers studio,NZ,taranaki,new plymouth
blackstar lab,BR,,
team choo choo,FR,ile-de-france,montreuil
atheris esports,MX,nuevo leon,monterrey
thunderful publishing,SE,,
a chronicle of misdeeds,US,pennsylvania,sewickley
trifulca force,ES,madrid,las rozas de madrid
las vegas minigunners,US,nevada,las vegas
pixrift games,IN,delhi,new delhi
team queso,ES,madrid,colmenar viejo
ashara studios,CO,bogota d.c.,bogotá
reframe games,CA,new brunswick,fredericton
icedrake entertainment,NL,,
ragdoll inc,AU,south australia,adelaide
sixtythreestudio,GB,london,london
biodome games,DK,,
red wolves studios,AR,buenos aires,
emerge gaming ltd,AU,,
intergalactic gaming,GB,,
"cornered rat software,corneredratsoftware.com, llc.",gresham
edrenaline esports,US,ohio,
sasurai immersive,FR,auvergne-rhône-alpes,saint-étienne
expletive studios,US,connecticut,shelton
icarus rise,FR,ile-de-france,bougivais
daqa,US,california,los angeles
strepic,BR,sao paulo,campinas
clickbait studios,US,california,santa cruz
yfrit games,BR,,
darkstar games ltd.,FI,central finland,jyväskylä
ahakuo creations,SA,makkah,ta’if
otter planet,US,california,san francisco
animaset,FR,hauts-de-france,tourcoing
frigate games,IN,telangana,hyderabad
"night lore studios,nightlorestudios.com, llc",seattle
ember glitch,NL,utrecht,utrecht
fraxelgames s.l,ES,andalucia,malaga
curious ocelot,US,california,santa clarita
mlcreative,AU,,
esport & gaming forum,PL,,
monomyto game studio,BR,mato grosso do sul,campo grande
develup diliman,PH,manila,manila
statespace,US,new york,new york
cn studio,MA,casablanca-settat,
"12 to 6 studios,12to6studios.com, llc",marina del rey
gamers wallet,BD,,
antpixel studio,ID,jawa barat,bekasi
sellfee tech,IL,tel aviv,
emmet,AU,victoria,southbank
solitonz games llc,US,connecticut,new haven
e-man games studio,IR,,
degenerals s.a.,PL,,
somnium space,CZ,praha,prague
west wind games,PL,,
golive games studios india,IN,,
irish interfirms gaming league,IE,westmeath,athlone
attic games studio,DE,nordrhein-westfalen,bochum
ultra creative games,CA,british columbia,vancouver
ja studios inc,US,massachusetts,dracut
good job games,TR,istanbul,istanbul
nodding heads games,IN,maharashtra,pune
associazione retroedicola videoludica,IT,lombardy,bergamo
waypoint gaming,US,new york,garden city
enestalha.com,TR,istanbul,
raid studios,IE,leinster,dublin
esporteventsofficiel,FR,nouvelle-aquitaine,gond-pontouvre
gamelab zrt.,HU,budapest,budapest
metagame academy,US,washington,seattle
prima esport,SE,,
madpix game studio,BR,,
tripledot studios,GB,london,london
spirifex esport,DK,capital region,copenhagen
epi̇ndi̇gi̇tal,TR,istanbul,esenyurt
baam studio,AR,buenos aires,
naetyr,US,washington,seattle
cib - campionato italiano battlefield,ES,,
tr e-sport,NO,sor-trondelag fylke,alen
